,text_1,text_2,label,POS dist score,1-gram_overlap,chrf_score_norm,WMD,ROUGE-1 recall,ROUGE-1 precision,ROUGE-1 F,ROUGE-2 recall,ROUGE-2 precision,ROUGE-2 F,ROUGE-L recall,ROUGE-L precision,ROUGE-L F,BertScore,L2_score
505,", i 've just",", but i 've got",3.333,0.0,2.8571428571428568,2.636054421768708,2.204936649400324,3.75,3.0,3.3333333333333326,1.6666666666666665,1.25,1.4285714285714284,3.75,3.0,3.3333333333333326,4.6682,2.8570690940882066
506,at all levels of,at all stages of,4.0,2.7398500893545434,3.75,2.3456790123456783,2.1134682949979866,3.75,3.75,3.75,1.6666666666666665,1.6666666666666665,1.6666666666666665,3.75,3.75,3.75,4.736,2.695496525901075
507,and state governments,"and governments ,",3.0,5.0,4.0,3.0847145488029466,1.2292103612256131,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,4.5983,2.433754512544919
508,work with,'m trying to work with,4.0,0.0,2.8571428571428568,4.166666666666666,2.2323202287464747,5.0,2.0,2.8571428571428577,5.0,1.25,2.0,5.0,2.0,2.8571428571428577,4.2598,2.049314940116302
509,", undertaking",undertaken the,3.667,0.0,0.0,2.751572327044025,2.096330220870768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3991,1.6033735807111267
510,were not able to,can no longer be,2.667,0.0,0.0,0.9876543209876544,1.9742645110693808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4026,1.715596472804204
511,not stopped,not ceased,5.0,0.0,2.5,1.3888888888888888,2.4184757570450865,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,4.7195,2.2260646874739245
512,to believe,to be considered,2.667,0.0,2.0,1.8518518518518519,2.8504588850599624,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,4.3856,1.8585486462803749
513,aimed at promoting,designed to promote,3.667,0.0,0.0,1.9764957264957264,1.9375628387385213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6807,2.359653807902588
514,objective is to assist,objective is to support,4.667,5.0,3.75,3.5289115646258504,1.5161234477827563,3.75,3.75,3.75,3.333333333333333,3.333333333333333,3.333333333333333,3.75,3.75,3.75,4.7651,3.5583761127728417
515,outcomes of its,the results of its,3.667,3.020740285054811,2.8571428571428568,2.4088541666666665,2.130255130469535,3.333333333333333,2.5,2.8571428571428577,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,4.5143,2.8883648318803736
516,is approving,am in favour of,2.333,0.0,0.0,0.6802721088435375,2.9071375125764662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.333,1.2969302165796037
517,was just about to,were about to,4.667,0.0,2.8571428571428568,2.364066193853428,2.3382397714194636,2.5,3.333333333333333,2.8571428571428577,1.6666666666666665,2.5,2.0,2.5,3.333333333333333,2.8571428571428577,4.7512,3.01380979067204
518,is an extremely important issue,is very important,3.667,0.0,2.5,1.8142681426814269,1.6807964512317917,2.0,3.333333333333333,2.5,0.0,0.0,0.0,2.0,3.333333333333333,2.5,4.68,2.540310961233772
519,the security council is ready to,the council is ready to,3.667,5.0,4.545454545454546,3.3216783216783217,0.6801791445813606,4.166666666666667,5.0,4.545454545454546,3.0,3.75,3.3333333333333326,4.166666666666667,5.0,4.545454545454546,4.7835,3.44454938322184
520,security systems,the security services,4.0,4.209152457771589,2.0,2.8571428571428568,1.9995661990376448,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,4.3131,1.9890578851108005
521,to points raised,to issues raised,4.0,2.5646220294337074,3.333333333333333,2.4691358024691348,1.6702367389426391,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,4.683,2.5150179073518495
522,"i am single , yes","yeah , i did",1.6669999999999998,5.0,1.4285714285714284,0.8333333333333333,3.2123698326794097,2.0,2.5,2.2222222222222223,0.0,0.0,0.0,1.0,1.25,1.1111111111111112,4.3578,2.0153786102551883
523,and the ways in,", and the manner in",4.0,2.8550398049256938,3.75,2.5839793281653742,2.3414157974940126,3.75,3.0,3.3333333333333326,1.6666666666666665,1.25,1.4285714285714284,3.75,3.0,3.3333333333333326,4.3172,2.8856849308375048
524,'re funny,is funny,2.667,0.0,2.5,2.734375,2.4295425564407145,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,4.4057,2.475979084744259
525,conclusions as well as,of conclusions and,4.0,5.0,1.6666666666666665,2.7923211169284468,2.020903994699077,1.25,1.6666666666666665,1.4285714285714284,0.0,0.0,0.0,1.25,1.6666666666666665,1.4285714285714284,4.1563,2.0549826363961885
526,present proposals,forward proposals,3.333,5.0,2.5,2.6436781609195403,2.2360093318198624,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,4.8501,1.4710908963799159
527,"prescribed time ,","prescribed time limit ,",4.333,5.0,4.0,4.580573951434879,1.1924201184156074,5.0,3.75,4.285714285714286,2.5,1.6666666666666665,2.0,5.0,3.75,4.285714285714286,4.6566,2.206360398705128
528,is crucial,is a key component,4.333,0.0,1.6666666666666665,0.9036144578313252,4.759870296911892,2.5,1.25,1.6666666666666665,0.0,0.0,0.0,2.5,1.25,1.6666666666666665,4.5793,2.286215874485914
529,goals and objectives,and objectives,4.333,5.0,4.0,3.4023668639053257,1.309116001513074,3.333333333333333,5.0,4.0,2.5,5.0,3.333333333333333,3.333333333333333,5.0,4.0,4.5232,2.9302370327995333
530,have already taken steps,has taken steps,4.333,5.0,2.8571428571428568,2.4271844660194173,1.9791973319037088,2.5,3.333333333333333,2.8571428571428577,1.6666666666666665,2.5,2.0,2.5,3.333333333333333,2.8571428571428577,4.8456,3.24880979944217
531,its cooperation with,its partnerships with,4.0,3.2703244931829443,3.333333333333333,1.5624999999999998,1.6685940990266233,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,4.7491,2.626701123253147
532,of the military and,of the army and,4.333,3.5562315419002033,3.75,2.380952380952381,1.5027264020697393,3.75,3.75,3.75,1.6666666666666665,1.6666666666666665,1.6666666666666665,3.75,3.75,3.75,4.8368,3.679660584707049
533,"mental illnesses ,","mentally ill ,",4.333,0.0,0.0,1.9315673289183224,2.1543729544749173,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,4.7486,1.2511645479286333
534,express our appreciation to the secretary-general,thanking the secretary-general,2.667,0.0,2.727272727272727,2.2608370702541105,1.7109529366843506,1.6666666666666665,3.333333333333333,2.2222222222222223,1.0,2.5,1.4285714285714284,1.6666666666666665,3.333333333333333,2.2222222222222223,4.5952,1.9132842782396295
535,a person under the age,persons below the age,3.667,4.173196259120846,2.2222222222222223,2.405498281786942,1.7270359811304459,2.0,2.5,2.2222222222222223,1.25,1.6666666666666665,1.4285714285714284,2.0,2.5,2.2222222222222223,4.5672,2.0765530834648227
536,continues to experience,has continued to,4.0,0.0,1.6666666666666665,1.7676767676767675,2.3046742306353547,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,4.2893,2.6765791996580157
537,of these negotiations,of the negotiation process,4.0,2.0005143737033153,1.4285714285714284,3.8157894736842106,0.8884713190800839,1.6666666666666665,1.25,1.4285714285714284,0.0,0.0,0.0,1.6666666666666665,1.25,1.4285714285714284,4.6417,2.6370299868272653
538,", did n't we ?",", did n't l ?",4.0,0.0,3.75,3.5087719298245608,1.3681814677505877,4.0,4.0,4.000000000000001,2.5,2.5,2.5,4.0,4.0,4.000000000000001,4.4953,2.972387528725307
539,"concerned , the committee",", in the committee",3.333,5.0,3.333333333333333,2.7905198776758406,1.5302268940725146,3.75,3.75,3.75,1.6666666666666665,1.6666666666666665,1.6666666666666665,3.75,3.75,3.75,4.5766,2.258483471688393
540,of the limits,of the limitations,4.0,3.1890195065847164,3.333333333333333,4.393939393939394,1.0741667134540076,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,4.6587,3.376931057259174
541,shall be retained,is maintained,2.333,0.0,0.0,1.4184397163120568,2.901828554078276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.655,1.7099911070885447
542,regions across the,regions at,3.333,5.0,2.0,2.2675736961451247,1.5501114926815982,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,4.2358,2.1640191524596832
543,everything 's all right,all is well,4.333,0.0,1.4285714285714284,0.6476683937823834,3.812143772977056,1.25,1.6666666666666665,1.4285714285714284,0.0,0.0,0.0,1.25,1.6666666666666665,1.4285714285714284,4.2444,1.7247152150974525
544,but that is,"- well , this is",3.0,0.0,1.6666666666666665,1.1111111111111112,3.814358186171317,1.6666666666666665,1.0,1.25,0.0,0.0,0.0,1.6666666666666665,1.0,1.25,4.3121,2.5811824277172177
545,beginning of this century,turn of the century,2.667,4.135855262415883,2.5,2.1308980213089805,2.1532595965640846,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,4.6065,1.7386058475716388
546,what happens,what the hell just happened,2.667,0.0,1.4285714285714284,3.4848484848484844,2.2210810976968007,2.5,1.0,1.4285714285714284,0.0,0.0,0.0,2.5,1.0,1.4285714285714284,4.3192,1.6122674318228913
547,", it is essential",it is important to,4.333,0.0,2.8571428571428568,1.5981735159817347,2.7429061422433043,2.5,2.5,2.5,1.6666666666666665,1.6666666666666665,1.6666666666666665,2.5,2.5,2.5,4.4898,3.03356278498223
548,established in december,created in december,4.0,5.0,3.333333333333333,2.985074626865672,1.5518047601774212,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,4.998,3.1851940980034423
549,"clearly , it",it was clear that,4.0,0.0,1.6666666666666665,1.666666666666667,2.9465259655040086,1.6666666666666665,1.25,1.4285714285714284,0.0,0.0,0.0,1.6666666666666665,1.25,1.4285714285714284,4.3032,2.540175180833809
550,reporting obligations,"obligations """,4.0,5.0,3.333333333333333,2.4482109227871938,1.676797803497828,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,4.2378,1.073886087041282
551,maybe this,are perhaps,3.333,0.0,0.0,0.6578947368421052,3.7876330229704434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2996,1.41153388565104
552,were under,is still under,3.333,0.0,2.0,2.2151898734177213,3.7756226401161004,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,4.4893,2.1714508976728837
553,plans is,plan -lrb-,4.667,3.4004200847810795,0.0,1.6081871345029242,3.5041228560135482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1093,1.0659018236607571
554,order to move,for moving,4.333,0.0,0.0,1.1437908496732023,3.10314805941778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7021,1.8134401109145766
555,a better understanding of the,improved understanding of the,4.333,5.0,3.333333333333333,3.553459119496856,1.4256312652344099,3.0,3.75,3.3333333333333326,2.5,3.333333333333333,2.8571428571428577,3.0,3.75,3.3333333333333326,4.7754,2.980159586290433
556,aim is to,'s objective is to,4.333,3.2115028255660576,2.8571428571428568,2.477477477477478,3.319865518084678,3.333333333333333,2.5,2.8571428571428577,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,4.3474,2.7943679918833704
557,"of children , in particular","of children , particularly",4.333,5.0,2.8571428571428568,4.0642076502732225,0.5911019543557479,3.0,3.75,3.3333333333333326,2.5,3.333333333333333,2.8571428571428577,3.0,3.75,3.3333333333333326,4.8717,3.6251453022550004
558,are currently under way,is in progress,2.667,3.1689387012039316,0.0,0.2976190476190476,4.056562128865936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3639,1.946812170634649
559,have voted in favour,has voted,3.333,0.0,1.6666666666666665,1.2195121951219512,2.255479660484662,1.25,2.5,1.6666666666666665,0.0,0.0,0.0,1.25,2.5,1.6666666666666665,4.6067,2.3313883065105183
560,consider that to be,think that is,3.333,0.0,1.4285714285714284,1.3102725366876309,3.2031507779725703,1.25,1.6666666666666665,1.4285714285714284,0.0,0.0,0.0,1.25,1.6666666666666665,1.4285714285714284,4.5254,2.506335948836567
561,following two reports,following reports,3.667,5.0,4.0,3.5451197053407,0.680576580418891,3.333333333333333,5.0,4.0,0.0,0.0,0.0,3.333333333333333,5.0,4.0,4.6924,2.869141490756659
562,protection of the child,welfare of children,3.667,3.3510294241213843,1.4285714285714284,1.4510779436152572,2.4370738449921303,1.25,1.6666666666666665,1.4285714285714284,0.0,0.0,0.0,1.25,1.6666666666666665,1.4285714285714284,4.6038,1.7523489539365227
563,remind the house,to be reminded,3.333,0.0,0.0,1.7543859649122806,1.6955201825923238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2727,1.5493267171475327
564,already adopted,had been adopted,3.333,0.0,2.0,2.447089947089947,1.7682437984662935,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,4.7355,2.1186155648752796
565,"bodies of the united nations ,","organs of the united nations ,",4.333,4.112189014325487,4.0,4.121212121212121,1.0446122863567353,4.166666666666667,4.166666666666667,4.166666666666667,4.0,4.0,4.000000000000001,4.166666666666667,4.166666666666667,4.166666666666667,4.9551,3.0973739350243648
566,is the question,is all about,3.333,0.0,1.6666666666666665,0.6830601092896174,3.4765377063893674,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,4.1181,2.0096385604057714
567,networks on,"new networks ,",3.333,5.0,2.5,3.787878787878788,1.434972273120532,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,4.2285,1.9893100263379524
568,enhance international,strengthen international,3.667,2.978922485426666,2.5,3.3244680851063837,1.2133931034222614,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,4.9925,2.2738863250876573
569,and further promote,and the promotion and,4.667,3.113903111647219,1.6666666666666665,2.1457085828343314,1.6947392993456347,1.6666666666666665,1.25,1.4285714285714284,0.0,0.0,0.0,1.6666666666666665,1.25,1.4285714285714284,4.3021,2.23156136622583
570,objectives for,the specific objectives of,2.667,5.0,1.6666666666666665,3.4776902887139105,1.4610362559189682,2.5,1.25,1.6666666666666665,0.0,0.0,0.0,2.5,1.25,1.6666666666666665,4.2867,1.9510472035940496
571,"cases , such","cases , these",3.667,5.0,2.5,3.0381944444444446,1.7892584765209092,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,4.641,3.324632738292566
572,requests the commission,call upon the commission,3.333,3.9026783030588073,2.8571428571428568,3.0744336569579285,1.9378373168092264,3.333333333333333,2.5,2.8571428571428577,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,4.6625,1.8854835937184822
573,the programme be,the program is,4.667,3.100551212362676,1.6666666666666665,3.2581453634085213,1.7829566680077031,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,4.6529,3.2344216187203676
574,order to guarantee,of ensuring that,3.667,0.0,0.0,0.65359477124183,2.4239116286671503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2205,1.4694179941510748
575,", as indicated in",as referred to in,3.667,0.0,2.8571428571428568,1.091954022988506,3.2485279935504865,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,4.3647,2.3701369317926972
576,is only one,is all a,2.667,0.0,1.6666666666666665,0.8130081300813009,4.683708934197475,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,4.2925,2.078367873862483
577,", the authorities should",", the administration should",3.333,2.968717309743057,3.333333333333333,2.3700305810397557,1.3384429508805935,3.75,3.75,3.75,1.6666666666666665,1.6666666666666665,1.6666666666666665,3.75,3.75,3.75,4.8318,2.952417317097067
578,recommendation that,further recommends that,3.667,0.0,2.0,2.7120315581854046,1.6612523598853086,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,4.4133,1.7693918215784779
579,- ladies,"well , ladies",3.667,5.0,3.333333333333333,3.75,2.366048815666953,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,4.4472,1.9394712589070062
580,language used,"language , or",2.667,5.0,2.5,3.095238095238096,1.9189883896130988,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,4.206,1.7821498544534342
581,well known,may know,3.333,0.0,0.0,1.7123287671232876,3.320609091344376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5874,0.5429035994867206
582,knew you 'd come back .,knew you 'd come .,3.0,5.0,4.444444444444445,3.708333333333334,1.2721169823426288,4.166666666666667,5.0,4.545454545454546,3.0,3.75,3.3333333333333326,4.166666666666667,5.0,4.545454545454546,4.8354,3.4733435981436394
583,the committee agrees with,the commission agrees with,5.0,3.500614576830527,3.75,3.5398230088495577,1.2794992874293587,3.75,3.75,3.75,1.6666666666666665,1.6666666666666665,1.6666666666666665,3.75,3.75,3.75,4.8232,3.5380546261306263
584,are essential,was important,3.667,0.0,0.0,0.7142857142857142,2.697867745306741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7106,1.8487878052099078
585,"of the citizens of europe ,","of europeans ,",4.333,2.1975999676868705,1.6666666666666665,1.6882183908045978,2.115440064732525,1.6666666666666665,3.333333333333333,2.2222222222222223,0.0,0.0,0.0,1.6666666666666665,3.333333333333333,2.2222222222222223,4.6308,2.8587343224536115
586,is my sister,'s my sister,4.667,5.0,3.333333333333333,4.473684210526316,0.8078748558226595,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,4.5457,3.2674892359187426
587,are effectively,be clearly,2.333,0.0,0.0,0.7638888888888891,2.531426422709312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6536,1.493243304193951
588,you 're trying to,you would like to,4.0,0.0,2.5,1.206896551724138,3.144085260135556,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,4.133,2.4297194698632034
589,economic conditions,economic,3.667,0.0,3.333333333333333,1.7857142857142856,1.6042636369881955,2.5,5.0,3.333333333333333,0.0,0.0,0.0,2.5,5.0,3.333333333333333,4.3533,1.4657868472611764
590,client services .,service to clients .,4.667,3.723037410906273,0.0,3.096846846846847,0.6729182492541784,1.6666666666666665,1.25,1.4285714285714284,0.0,0.0,0.0,1.6666666666666665,1.25,1.4285714285714284,4.534,2.12927409135819
591,is significant,would be important,2.667,0.0,0.0,0.5602240896358543,4.4504126703529785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4951,2.3854519272861032
592,believe to be,think is,4.333,0.0,0.0,0.25,5.545702559084158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3936,1.7612979315774533
593,am asking you,'m just asking you,4.0,0.0,2.8571428571428568,4.015151515151515,1.8181954725661944,3.333333333333333,2.5,2.8571428571428577,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,4.4401,3.1747958564394922
594,'s difficult for,is hard for,3.667,0.0,1.6666666666666665,0.9615384615384616,2.917714737465621,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,4.5011,2.348550823778277
595,know each other,know them,3.667,0.0,2.0,1.4705882352941178,2.08449960850198,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,4.4087,2.207851947181769
596,and consequently,and therefore is,3.333,0.0,2.0,0.9259259259259258,2.585460999831924,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,4.4134,2.839648014605523
597,reiterating that,reiterated its view that,4.333,0.0,1.6666666666666665,2.8554778554778557,1.7173099400224192,2.5,1.25,1.6666666666666665,0.0,0.0,0.0,2.5,1.25,1.6666666666666665,4.1586,1.9760733949597813
598,"of employment ,","of employment opportunities ,",3.667,5.0,4.0,4.256594724220624,1.812012027543436,5.0,3.75,4.285714285714286,2.5,1.6666666666666665,2.0,5.0,3.75,4.285714285714286,4.7568,2.744312163743833
599,"thank you , doctor","thank you , gentlemen",3.333,5.0,3.333333333333333,3.059071729957805,2.4482613903639807,3.75,3.75,3.75,3.333333333333333,3.333333333333333,3.333333333333333,3.75,3.75,3.75,4.576,3.2716899714068717
600,", where appropriate","when required ,",3.333,0.0,0.0,0.7763975155279502,2.7819178136620164,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,4.2124,2.150433595209404
601,had yet to be,have still not been,4.0,0.0,0.0,1.2012012012012012,2.8143067755895386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.373,2.497976449195015
602,of links between,of relationships between,4.0,2.1106969287864867,3.333333333333333,2.7972027972027966,1.598076487703324,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,4.7581,2.5658898273762856
603,centres of,regional centres for,4.333,5.0,2.0,3.431372549019608,1.6743264486135847,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,4.348,1.6183476374147756
604,those persons and,the individuals and,3.333,3.2449730667528347,1.6666666666666665,1.2471655328798188,3.3865812419508527,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,4.7005,2.649768600129447
605,i am here,- i 'm in here,4.333,5.0,2.8571428571428568,2.3809523809523805,2.5008840172135045,3.333333333333333,2.0,2.5,0.0,0.0,0.0,3.333333333333333,2.0,2.5,4.4756,2.9613329369234735
606,should be established,should be developed,3.667,0.0,3.333333333333333,2.276867030965392,2.3258458089426477,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,4.7163,3.4530741058414325
607,in all aspects of,in every aspect of,4.333,3.7471073087730993,2.5,2.2260273972602738,2.2891972339026223,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,4.8766,3.1950620599430843
608,reaffirmed by,been confirmed by,3.667,0.0,2.0,3.0581039755351678,2.054556186889184,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,4.6712,1.6853464163621554
609,reaffirms the need,reiterates the need,4.667,5.0,3.333333333333333,2.7243589743589736,1.3731157196904402,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,4.5034,3.461237060613373
610,as well as the,as was the,2.667,0.0,3.333333333333333,2.3273273273273265,1.5608657275202096,2.5,3.333333333333333,2.8571428571428577,0.0,0.0,0.0,2.5,3.333333333333333,2.8571428571428577,4.3134,2.171729349288956
611,is n't possible,could n't be,3.667,0.0,2.5,1.2978142076502732,2.742720153722762,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,4.5538,2.366474463011226
612,defence of the rights of,protecting the rights of,4.0,5.0,3.75,2.8294573643410854,1.7157718001050657,3.0,3.75,3.3333333333333326,2.5,3.333333333333333,2.8571428571428577,3.0,3.75,3.3333333333333326,4.7478,2.6104211002804187
613,the following,the following projects,2.333,2.4239236922346414,4.0,4.605263157894736,1.6693946602217442,5.0,3.333333333333333,4.0,5.0,2.5,3.333333333333333,5.0,3.333333333333333,4.0,4.6336,2.850364799806756
614,iceland 's,iceland,4.0,5.0,3.333333333333333,3.125,1.5422188029569004,2.5,5.0,3.333333333333333,0.0,0.0,0.0,2.5,5.0,3.333333333333333,4.6309,2.250939594103366
615,purposes of prostitution,context of prostitution,4.667,4.098903376693831,3.333333333333333,3.2320872274143304,1.6739061160559985,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,4.9899,2.0288670696415947
616,must be of,must be given to,1.6669999999999998,0.0,2.8571428571428568,3.497942386831276,2.214628466379914,3.333333333333333,2.5,2.8571428571428577,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,4.3723,2.445658397436717
617,is easy for,'s very easy for,4.667,0.0,2.8571428571428568,3.7962962962962967,1.9353119517170967,3.333333333333333,2.5,2.8571428571428577,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,4.5603,2.730987674459804
618,completed,has now been completed,4.667,0.0,2.0,4.166666666666666,2.196500775764045,5.0,1.25,2.0,0.0,0.0,0.0,5.0,1.25,2.0,4.262,0.6120654682660378
619,you in here ?,- are you there ?,3.333,0.0,1.6666666666666665,2.4464831804281344,2.0453185774302862,2.5,2.0,2.2222222222222223,0.0,0.0,0.0,2.5,2.0,2.2222222222222223,4.3415,2.352541859202334
620,orally and,orally amended,2.667,0.0,2.5,3.797468354430381,1.8077355730432247,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,4.3736,1.570373148970174
621,", including , for example ,",", for example to",2.667,5.0,3.333333333333333,2.457264957264957,2.8838558102639413,2.5,3.75,3.0,2.0,3.333333333333333,2.5,2.5,3.75,3.0,4.4531,3.2779543497211976
622,and the objective,and the aim,3.667,3.2115028255660576,3.333333333333333,2.0383693045563547,3.058221815071392,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,4.8658,3.384192567991683
623,", and intergovernmental","and intergovernmental organizations ,",4.0,0.0,4.0,4.299847792998478,1.1022054831997707,5.0,3.75,4.285714285714286,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,4.365,2.285060723124752
624,is the administration,is the government,2.333,3.349212867956598,3.333333333333333,1.5193370165745856,2.632960490645812,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,4.7899,3.4811883224972116
625,a couple of months ago,just a few months ago,4.667,5.0,3.0,2.4914089347079043,1.7043451212304874,3.0,3.0,3.0,1.25,1.25,1.25,3.0,3.0,3.0,4.7177,3.1613401284297784
626,the egyptian government,the government of egypt,3.667,5.0,2.8571428571428568,3.2926829268292686,0.9403682275451604,3.333333333333333,2.5,2.8571428571428577,0.0,0.0,0.0,3.333333333333333,2.5,2.8571428571428577,4.7483,2.9351196458671764
627,applies only to,be limited to,4.0,0.0,1.6666666666666665,0.7452574525745258,3.738012746098317,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,4.3579,1.4270996128864777
628,has knowledge,is also known,2.667,0.0,0.0,1.507936507936508,2.676922989243655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.151,1.3718039455059223
629,observes that,has pointed out that,1.0,0.0,1.6666666666666665,1.4136904761904765,2.86168850060282,2.5,1.25,1.6666666666666665,0.0,0.0,0.0,2.5,1.25,1.6666666666666665,4.3907,2.165071254797575
630,exists no,there being no,4.333,0.0,2.0,1.0714285714285716,3.3771408401118315,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,4.4747,1.5047002256930218
