text_1,text_2,label,ROUGE-1 recall,ROUGE-1 precision,ROUGE-1 F,ROUGE-2 recall,ROUGE-2 precision,ROUGE-2 F,ROUGE-L recall,ROUGE-L precision,ROUGE-L F
ministers of,prime minister in,3.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
are bad,be harmful,2.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
medical doctors,by doctors,4.333,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
months back,months away,2.667,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
am going to tell you,'m going to tell you,5.0,0.8,0.8,0.8000000000000002,0.75,0.75,0.75,0.8,0.8,0.8000000000000002
are operated by,are carried out by,4.333,0.6666666666666666,0.5,0.5714285714285715,0.0,0.0,0.0,0.6666666666666666,0.5,0.5714285714285715
been communicated to,been forwarded to,3.667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
are in favour,lend my support,3.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"activities , especially","activities , particularly",4.333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
was still in,are in,3.667,0.3333333333333333,0.5,0.4,0.0,0.0,0.0,0.3333333333333333,0.5,0.4
findings of the,outcomes of all the,1.6669999999999998,0.6666666666666666,0.5,0.5714285714285715,0.0,0.0,0.0,0.6666666666666666,0.5,0.5714285714285715
its operations,current operations,2.333,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
is not available to,are not subject to,3.333,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
even more comprehensive,more comprehensive,4.667,0.6666666666666666,1.0,0.8,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.8
the proper functioning of,the normal functioning of,3.333,0.75,0.75,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.75,0.75
human rights violation,breaches of human rights,3.0,0.6666666666666666,0.5,0.5714285714285715,0.5,0.3333333333333333,0.4,0.6666666666666666,0.5,0.5714285714285715
"first and foremost ,",the first is that the,3.0,0.25,0.2,0.22222222222222224,0.0,0.0,0.0,0.25,0.2,0.22222222222222224
guiding principles,principles,3.333,0.5,1.0,0.6666666666666666,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
the special rapporteur informed the government,the special rapporteur advised the government,4.667,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6,0.6,0.6,0.8333333333333334,0.8333333333333334,0.8333333333333334
decided to defer the,decides to defer,4.333,0.5,0.6666666666666666,0.5714285714285715,0.3333333333333333,0.5,0.4,0.5,0.6666666666666666,0.5714285714285715
council is,rights council,3.667,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
on establishing,to be established,4.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
also concluded,group concluded,4.667,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
of progress made in implementing,of progress in the implementation,4.0,0.6,0.6,0.6,0.25,0.25,0.25,0.6,0.6,0.6
both the government of,the government is,4.0,0.5,0.6666666666666666,0.5714285714285715,0.3333333333333333,0.5,0.4,0.5,0.6666666666666666,0.5714285714285715
article 78 of,section 78 of,3.667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
was able to,'ve managed to,3.667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
medical services,medical care is,4.667,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
adoption by,adopted an,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
and capacity,and the ability,2.667,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
ensure the protection of,purpose of protecting,4.0,0.25,0.3333333333333333,0.28571428571428575,0.0,0.0,0.0,0.25,0.3333333333333333,0.28571428571428575
"member state , and",member states as well,3.667,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.25
assisted to,is helping to,3.333,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
in my answer,in my reply,4.667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
the ship,board ships,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
included in,mainstreamed in,4.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
preparing for,of the preparations for,4.667,0.5,0.25,0.3333333333333333,0.0,0.0,0.0,0.5,0.25,0.3333333333333333
"no , no , this is","- nope ,",4.0,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.2222222222222222
is a need for,was vital for,2.333,0.25,0.3333333333333333,0.28571428571428575,0.0,0.0,0.0,0.25,0.3333333333333333,0.28571428571428575
is to be,must therefore be,3.667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
and services sectors,and service sectors,5.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
assets were,asset of,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"return of refugees ,",refugee return,4.667,0.25,0.5,0.3333333333333333,0.0,0.0,0.0,0.25,0.5,0.3333333333333333
", government departments",departments is,2.667,0.3333333333333333,0.5,0.4,0.0,0.0,0.0,0.3333333333333333,0.5,0.4
- you 're lying,you are a liar,4.667,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.25
real democracy,true democracy,3.667,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
am aware,is well known,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is naturally,are certainly,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toppled iraqi president saddam hussein,iraqi president saddam hussein,3.0,0.8,1.0,0.888888888888889,0.75,1.0,0.8571428571428571,0.8,1.0,0.888888888888889
passenger traffic,passengers,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
during the elections,at the elections,2.667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
by resolution,-lrb- resolutions,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
financing of this,financing of such,4.333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
has agreed to,has been committed to,4.333,0.6666666666666666,0.5,0.5714285714285715,0.0,0.0,0.0,0.6666666666666666,0.5,0.5714285714285715
transportation to,transport to,4.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
", is committed to",remains committed to,3.0,0.5,0.6666666666666666,0.5714285714285715,0.3333333333333333,0.5,0.4,0.5,0.6666666666666666,0.5714285714285715
said that it,was suggested that it,4.333,0.6666666666666666,0.5,0.5714285714285715,0.5,0.3333333333333333,0.4,0.6666666666666666,0.5,0.5714285714285715
is important for,is critical to,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
major general ghazi,general ghazi,4.333,0.6666666666666666,1.0,0.8,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.8
the counterfeiting,counterfeits,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
policy recommendations,in recommendations,3.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
committee considers that,is of the opinion that,4.0,0.3333333333333333,0.2,0.25,0.0,0.0,0.0,0.3333333333333333,0.2,0.25
is certainly,is undoubtedly,4.667,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
- cost,costs are,3.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
it is very important that,it was essential for,3.333,0.2,0.25,0.22222222222222224,0.0,0.0,0.0,0.2,0.25,0.22222222222222224
you heard,you 've heard,4.333,1.0,0.6666666666666666,0.8,0.0,0.0,0.0,1.0,0.6666666666666666,0.8
and to enhance their,and strengthening their,4.667,0.5,0.6666666666666666,0.5714285714285715,0.0,0.0,0.0,0.5,0.6666666666666666,0.5714285714285715
"collection of data ,",gather data,4.667,0.25,0.5,0.3333333333333333,0.0,0.0,0.0,0.25,0.5,0.3333333333333333
reaffirming that,", reiterating",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
what the hell 's this,what is this,3.667,0.4,0.6666666666666666,0.5,0.0,0.0,0.0,0.4,0.6666666666666666,0.5
ceased to be,to suspend the,3.333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
any requirement,information requirements,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
", it 's clear",", it is clear",4.667,0.75,0.75,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.75,0.75
and allocation of resources,and resource allocation,4.667,0.5,0.6666666666666666,0.5714285714285715,0.0,0.0,0.0,0.5,0.6666666666666666,0.5714285714285715
and this is,and it 's gonna be,2.667,0.3333333333333333,0.2,0.25,0.0,0.0,0.0,0.3333333333333333,0.2,0.25
"are you ok ,","- you all right ,",4.667,0.5,0.4,0.4444444444444445,0.0,0.0,0.0,0.5,0.4,0.4444444444444445
", relating to",", in relation to",3.667,0.6666666666666666,0.5,0.5714285714285715,0.0,0.0,0.0,0.6666666666666666,0.5,0.5714285714285715
", achieving","achievement ,",4.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
both countries in,", the two countries",4.0,0.3333333333333333,0.25,0.28571428571428575,0.0,0.0,0.0,0.3333333333333333,0.25,0.28571428571428575
our standard of living,the living standards,4.333,0.25,0.3333333333333333,0.28571428571428575,0.0,0.0,0.0,0.25,0.3333333333333333,0.28571428571428575
supplied with,providing them with,3.667,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
it is essential for,", it is necessary that",4.333,0.5,0.4,0.4444444444444445,0.3333333333333333,0.25,0.28571428571428575,0.5,0.4,0.4444444444444445
achieved in the area of,made in the field of,4.0,0.6,0.6,0.6,0.25,0.25,0.25,0.6,0.6,0.6
of formulating,process of formulating,3.0,1.0,0.6666666666666666,0.8,1.0,0.5,0.6666666666666666,1.0,0.6666666666666666,0.8
the troop-contributing countries,the countries,3.0,0.6666666666666666,1.0,0.8,0.0,0.0,0.0,0.6666666666666666,1.0,0.8
at a press conference held,at a press conference,4.333,0.8,1.0,0.888888888888889,0.75,1.0,0.8571428571428571,0.8,1.0,0.888888888888889
be completely,that is absolutely,3.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the creation of the state of,the establishment of the state of,5.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6,0.6,0.6,0.8333333333333334,0.8333333333333334,0.8333333333333334
currently studying,currently working,3.333,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
other non-governmental organizations,national non-governmental organizations,3.333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
", i 've just",", but i 've got",3.333,0.75,0.6,0.6666666666666665,0.3333333333333333,0.25,0.28571428571428575,0.75,0.6,0.6666666666666665
at all levels of,at all stages of,4.0,0.75,0.75,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.75,0.75
and state governments,"and governments ,",3.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
work with,'m trying to work with,4.0,1.0,0.4,0.5714285714285715,1.0,0.25,0.4,1.0,0.4,0.5714285714285715
", undertaking",undertaken the,3.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
were not able to,can no longer be,2.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
not stopped,not ceased,5.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
to believe,to be considered,2.667,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
aimed at promoting,designed to promote,3.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
objective is to assist,objective is to support,4.667,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75
outcomes of its,the results of its,3.667,0.6666666666666666,0.5,0.5714285714285715,0.5,0.3333333333333333,0.4,0.6666666666666666,0.5,0.5714285714285715
is approving,am in favour of,2.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
was just about to,were about to,4.667,0.5,0.6666666666666666,0.5714285714285715,0.3333333333333333,0.5,0.4,0.5,0.6666666666666666,0.5714285714285715
is an extremely important issue,is very important,3.667,0.4,0.6666666666666666,0.5,0.0,0.0,0.0,0.4,0.6666666666666666,0.5
the security council is ready to,the council is ready to,3.667,0.8333333333333334,1.0,0.9090909090909091,0.6,0.75,0.6666666666666665,0.8333333333333334,1.0,0.9090909090909091
security systems,the security services,4.0,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
to points raised,to issues raised,4.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
"i am single , yes","yeah , i did",1.6669999999999998,0.4,0.5,0.4444444444444445,0.0,0.0,0.0,0.2,0.25,0.22222222222222224
and the ways in,", and the manner in",4.0,0.75,0.6,0.6666666666666665,0.3333333333333333,0.25,0.28571428571428575,0.75,0.6,0.6666666666666665
're funny,is funny,2.667,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
conclusions as well as,of conclusions and,4.0,0.25,0.3333333333333333,0.28571428571428575,0.0,0.0,0.0,0.25,0.3333333333333333,0.28571428571428575
present proposals,forward proposals,3.333,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
"prescribed time ,","prescribed time limit ,",4.333,1.0,0.75,0.8571428571428571,0.5,0.3333333333333333,0.4,1.0,0.75,0.8571428571428571
is crucial,is a key component,4.333,0.5,0.25,0.3333333333333333,0.0,0.0,0.0,0.5,0.25,0.3333333333333333
goals and objectives,and objectives,4.333,0.6666666666666666,1.0,0.8,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.8
have already taken steps,has taken steps,4.333,0.5,0.6666666666666666,0.5714285714285715,0.3333333333333333,0.5,0.4,0.5,0.6666666666666666,0.5714285714285715
its cooperation with,its partnerships with,4.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
of the military and,of the army and,4.333,0.75,0.75,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.75,0.75
"mental illnesses ,","mentally ill ,",4.333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
express our appreciation to the secretary-general,thanking the secretary-general,2.667,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.2,0.5,0.28571428571428575,0.3333333333333333,0.6666666666666666,0.4444444444444444
a person under the age,persons below the age,3.667,0.4,0.5,0.4444444444444445,0.25,0.3333333333333333,0.28571428571428575,0.4,0.5,0.4444444444444445
continues to experience,has continued to,4.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
of these negotiations,of the negotiation process,4.0,0.3333333333333333,0.25,0.28571428571428575,0.0,0.0,0.0,0.3333333333333333,0.25,0.28571428571428575
", did n't we ?",", did n't l ?",4.0,0.8,0.8,0.8000000000000002,0.5,0.5,0.5,0.8,0.8,0.8000000000000002
"concerned , the committee",", in the committee",3.333,0.75,0.75,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.75,0.75
of the limits,of the limitations,4.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
shall be retained,is maintained,2.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
regions across the,regions at,3.333,0.3333333333333333,0.5,0.4,0.0,0.0,0.0,0.3333333333333333,0.5,0.4
everything 's all right,all is well,4.333,0.25,0.3333333333333333,0.28571428571428575,0.0,0.0,0.0,0.25,0.3333333333333333,0.28571428571428575
but that is,"- well , this is",3.0,0.3333333333333333,0.2,0.25,0.0,0.0,0.0,0.3333333333333333,0.2,0.25
beginning of this century,turn of the century,2.667,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
what happens,what the hell just happened,2.667,0.5,0.2,0.28571428571428575,0.0,0.0,0.0,0.5,0.2,0.28571428571428575
", it is essential",it is important to,4.333,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5
established in december,created in december,4.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
"clearly , it",it was clear that,4.0,0.3333333333333333,0.25,0.28571428571428575,0.0,0.0,0.0,0.3333333333333333,0.25,0.28571428571428575
reporting obligations,"obligations """,4.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
maybe this,are perhaps,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
were under,is still under,3.333,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
plans is,plan -lrb-,4.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
order to move,for moving,4.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a better understanding of the,improved understanding of the,4.333,0.6,0.75,0.6666666666666665,0.5,0.6666666666666666,0.5714285714285715,0.6,0.75,0.6666666666666665
aim is to,'s objective is to,4.333,0.6666666666666666,0.5,0.5714285714285715,0.5,0.3333333333333333,0.4,0.6666666666666666,0.5,0.5714285714285715
"of children , in particular","of children , particularly",4.333,0.6,0.75,0.6666666666666665,0.5,0.6666666666666666,0.5714285714285715,0.6,0.75,0.6666666666666665
are currently under way,is in progress,2.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
have voted in favour,has voted,3.333,0.25,0.5,0.3333333333333333,0.0,0.0,0.0,0.25,0.5,0.3333333333333333
consider that to be,think that is,3.333,0.25,0.3333333333333333,0.28571428571428575,0.0,0.0,0.0,0.25,0.3333333333333333,0.28571428571428575
following two reports,following reports,3.667,0.6666666666666666,1.0,0.8,0.0,0.0,0.0,0.6666666666666666,1.0,0.8
protection of the child,welfare of children,3.667,0.25,0.3333333333333333,0.28571428571428575,0.0,0.0,0.0,0.25,0.3333333333333333,0.28571428571428575
remind the house,to be reminded,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
already adopted,had been adopted,3.333,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
"bodies of the united nations ,","organs of the united nations ,",4.333,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8,0.8,0.8000000000000002,0.8333333333333334,0.8333333333333334,0.8333333333333334
is the question,is all about,3.333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
networks on,"new networks ,",3.333,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
enhance international,strengthen international,3.667,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
and further promote,and the promotion and,4.667,0.3333333333333333,0.25,0.28571428571428575,0.0,0.0,0.0,0.3333333333333333,0.25,0.28571428571428575
objectives for,the specific objectives of,2.667,0.5,0.25,0.3333333333333333,0.0,0.0,0.0,0.5,0.25,0.3333333333333333
"cases , such","cases , these",3.667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
requests the commission,call upon the commission,3.333,0.6666666666666666,0.5,0.5714285714285715,0.5,0.3333333333333333,0.4,0.6666666666666666,0.5,0.5714285714285715
the programme be,the program is,4.667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
order to guarantee,of ensuring that,3.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
", as indicated in",as referred to in,3.667,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
is only one,is all a,2.667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
", the authorities should",", the administration should",3.333,0.75,0.75,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.75,0.75
recommendation that,further recommends that,3.667,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
- ladies,"well , ladies",3.667,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
language used,"language , or",2.667,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
well known,may know,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
knew you 'd come back .,knew you 'd come .,3.0,0.8333333333333334,1.0,0.9090909090909091,0.6,0.75,0.6666666666666665,0.8333333333333334,1.0,0.9090909090909091
the committee agrees with,the commission agrees with,5.0,0.75,0.75,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.75,0.75
are essential,was important,3.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"of the citizens of europe ,","of europeans ,",4.333,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.4444444444444444
is my sister,'s my sister,4.667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
are effectively,be clearly,2.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
you 're trying to,you would like to,4.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
economic conditions,economic,3.667,0.5,1.0,0.6666666666666666,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
client services .,service to clients .,4.667,0.3333333333333333,0.25,0.28571428571428575,0.0,0.0,0.0,0.3333333333333333,0.25,0.28571428571428575
is significant,would be important,2.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
believe to be,think is,4.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
am asking you,'m just asking you,4.0,0.6666666666666666,0.5,0.5714285714285715,0.5,0.3333333333333333,0.4,0.6666666666666666,0.5,0.5714285714285715
's difficult for,is hard for,3.667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
know each other,know them,3.667,0.3333333333333333,0.5,0.4,0.0,0.0,0.0,0.3333333333333333,0.5,0.4
and consequently,and therefore is,3.333,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
reiterating that,reiterated its view that,4.333,0.5,0.25,0.3333333333333333,0.0,0.0,0.0,0.5,0.25,0.3333333333333333
"of employment ,","of employment opportunities ,",3.667,1.0,0.75,0.8571428571428571,0.5,0.3333333333333333,0.4,1.0,0.75,0.8571428571428571
"thank you , doctor","thank you , gentlemen",3.333,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75
", where appropriate","when required ,",3.333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
had yet to be,have still not been,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
of links between,of relationships between,4.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
centres of,regional centres for,4.333,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
those persons and,the individuals and,3.333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
i am here,- i 'm in here,4.333,0.6666666666666666,0.4,0.5,0.0,0.0,0.0,0.6666666666666666,0.4,0.5
should be established,should be developed,3.667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
in all aspects of,in every aspect of,4.333,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
reaffirmed by,been confirmed by,3.667,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
reaffirms the need,reiterates the need,4.667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
as well as the,as was the,2.667,0.5,0.6666666666666666,0.5714285714285715,0.0,0.0,0.0,0.5,0.6666666666666666,0.5714285714285715
is n't possible,could n't be,3.667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
defence of the rights of,protecting the rights of,4.0,0.6,0.75,0.6666666666666665,0.5,0.6666666666666666,0.5714285714285715,0.6,0.75,0.6666666666666665
the following,the following projects,2.333,1.0,0.6666666666666666,0.8,1.0,0.5,0.6666666666666666,1.0,0.6666666666666666,0.8
iceland 's,iceland,4.0,0.5,1.0,0.6666666666666666,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
purposes of prostitution,context of prostitution,4.667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
must be of,must be given to,1.6669999999999998,0.6666666666666666,0.5,0.5714285714285715,0.5,0.3333333333333333,0.4,0.6666666666666666,0.5,0.5714285714285715
is easy for,'s very easy for,4.667,0.6666666666666666,0.5,0.5714285714285715,0.5,0.3333333333333333,0.4,0.6666666666666666,0.5,0.5714285714285715
completed,has now been completed,4.667,1.0,0.25,0.4,0.0,0.0,0.0,1.0,0.25,0.4
you in here ?,- are you there ?,3.333,0.5,0.4,0.4444444444444445,0.0,0.0,0.0,0.5,0.4,0.4444444444444445
orally and,orally amended,2.667,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
", including , for example ,",", for example to",2.667,0.5,0.75,0.6,0.4,0.6666666666666666,0.5,0.5,0.75,0.6
and the objective,and the aim,3.667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
", and intergovernmental","and intergovernmental organizations ,",4.0,1.0,0.75,0.8571428571428571,0.5,0.3333333333333333,0.4,0.6666666666666666,0.5,0.5714285714285715
is the administration,is the government,2.333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
a couple of months ago,just a few months ago,4.667,0.6,0.6,0.6,0.25,0.25,0.25,0.6,0.6,0.6
