,text_1,text_2,label,ROUGE-1 recall,ROUGE-1 precision,ROUGE-1 F,ROUGE-2 recall,ROUGE-2 precision,ROUGE-2 F,ROUGE-L recall,ROUGE-L precision,ROUGE-L F,POS dist score,WMD,1-gram_overlap,BertScore,chrf_score_norm,L2_score
520,security systems,the security services,4.0,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,1.080554518088897,1.9995661990376448,2.0,4.3131,2.8571428571428568,2.740543466745749
521,to points raised,to issues raised,4.0,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,2.6118954286119385,1.6702367389426391,3.333333333333333,4.683,2.4691358024691348,2.143082820990389
522,"i am single , yes","yeah , i did",1.6669999999999998,2.0,2.5,2.2222222222222223,0.0,0.0,0.0,1.0,1.25,1.1111111111111112,0.3441393234944299,3.2123698326794097,1.4285714285714284,4.3578,0.8333333333333333,2.7106446212507804
523,and the ways in,", and the manner in",4.0,3.75,3.0,3.3333333333333326,1.6666666666666665,1.25,1.4285714285714284,3.75,3.0,3.3333333333333326,2.341466488477666,2.3414157974940126,3.75,4.3172,2.5839793281653742,1.7220261819927174
524,'re funny,is funny,2.667,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.0,2.4295425564407145,2.5,4.4057,2.734375,2.1874287012443268
525,conclusions as well as,of conclusions and,4.0,1.25,1.6666666666666665,1.4285714285714284,0.0,0.0,0.0,1.25,1.6666666666666665,1.4285714285714284,0.3441393234944299,2.020903994699077,1.6666666666666665,4.1563,2.7923211169284468,2.66565670195628
526,present proposals,forward proposals,3.333,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.3441393234944299,2.2360093318198624,2.5,4.8501,2.6436781609195403,3.3289244814253873
527,"prescribed time ,","prescribed time limit ,",4.333,5.0,3.75,4.285714285714286,2.5,1.6666666666666665,2.0,5.0,3.75,4.285714285714286,0.3441393234944299,1.1924201184156074,4.0,4.6566,4.580573951434879,2.4937001809326147
528,is crucial,is a key component,4.333,2.5,1.25,1.6666666666666665,0.0,0.0,0.0,2.5,1.25,1.6666666666666665,0.0,4.759870296911892,1.6666666666666665,4.5793,0.9036144578313252,2.4029889061026353
529,goals and objectives,and objectives,4.333,3.333333333333333,5.0,4.0,2.5,5.0,3.333333333333333,3.333333333333333,5.0,4.0,0.3441393234944299,1.309116001513074,4.0,4.5232,3.4023668639053257,1.671417530227559
530,have already taken steps,has taken steps,4.333,2.5,3.333333333333333,2.8571428571428577,1.6666666666666665,2.5,2.0,2.5,3.333333333333333,2.8571428571428577,0.3441393234944299,1.9791973319037088,2.8571428571428568,4.8456,2.4271844660194173,1.3095370016136367
531,its cooperation with,its partnerships with,4.0,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,1.9547649585553042,1.6685940990266233,3.333333333333333,4.7491,1.5624999999999998,2.016217045131395
532,of the military and,of the army and,4.333,3.75,3.75,3.75,1.6666666666666665,1.6666666666666665,1.6666666666666665,3.75,3.75,3.75,1.6885362815036142,1.5027264020697393,3.75,4.8368,2.380952380952381,0.8201150351080077
533,"mental illnesses ,","mentally ill ,",4.333,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,2.1543729544749173,0.0,4.7486,1.9315673289183224,3.578748294278034
534,express our appreciation to the secretary-general,thanking the secretary-general,2.667,1.6666666666666665,3.333333333333333,2.2222222222222223,1.0,2.5,1.4285714285714284,1.6666666666666665,3.333333333333333,2.2222222222222223,0.0,1.7109529366843506,2.727272727272727,4.5952,2.2608370702541105,2.826617970848866
535,a person under the age,persons below the age,3.667,2.0,2.5,2.2222222222222223,1.25,1.6666666666666665,1.4285714285714284,2.0,2.5,2.2222222222222223,1.1140359283638208,1.7270359811304459,2.2222222222222223,4.5672,2.405498281786942,2.6411539019526864
536,continues to experience,has continued to,4.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,2.3046742306353547,1.6666666666666665,4.2893,1.7676767676767675,1.9595583895725315
537,of these negotiations,of the negotiation process,4.0,1.6666666666666665,1.25,1.4285714285714284,0.0,0.0,0.0,1.6666666666666665,1.25,1.4285714285714284,3.137176758938113,0.8884713190800839,1.4285714285714284,4.6417,3.8157894736842106,2.004484044066756
538,", did n't we ?",", did n't l ?",4.0,4.0,4.0,4.000000000000001,2.5,2.5,2.5,4.0,4.0,4.000000000000001,0.0,1.3681814677505877,3.75,4.4953,3.5087719298245608,1.6235369662116503
539,"concerned , the committee",", in the committee",3.333,3.75,3.75,3.75,1.6666666666666665,1.6666666666666665,1.6666666666666665,3.75,3.75,3.75,0.3441393234944299,1.5302268940725146,3.333333333333333,4.5766,2.7905198776758406,2.4344913370538626
540,of the limits,of the limitations,4.0,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,2.0304738965366047,1.0741667134540076,3.333333333333333,4.6587,4.393939393939394,1.1639985458500641
541,shall be retained,is maintained,2.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.901828554078276,0.0,4.655,1.4184397163120568,3.057547441107951
542,regions across the,regions at,3.333,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,0.3441393234944299,1.5501114926815982,2.0,4.2358,2.2675736961451247,2.541797426453485
543,everything 's all right,all is well,4.333,1.25,1.6666666666666665,1.4285714285714284,0.0,0.0,0.0,1.25,1.6666666666666665,1.4285714285714284,0.0,3.812143772977056,1.4285714285714284,4.2444,0.6476683937823834,3.040821692558298
544,but that is,"- well , this is",3.0,1.6666666666666665,1.0,1.25,0.0,0.0,0.0,1.6666666666666665,1.0,1.25,0.0,3.814358186171317,1.6666666666666665,4.3121,1.1111111111111112,2.0679236921745687
545,beginning of this century,turn of the century,2.667,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,1.148806823999853,2.1532595965640846,2.5,4.6065,2.1308980213089805,3.025042724771704
546,what happens,what the hell just happened,2.667,2.5,1.0,1.4285714285714284,0.0,0.0,0.0,2.5,1.0,1.4285714285714284,0.0,2.2210810976968007,1.4285714285714284,4.3192,3.4848484848484844,3.168555973431432
547,", it is essential",it is important to,4.333,2.5,2.5,2.5,1.6666666666666665,1.6666666666666665,1.6666666666666665,2.5,2.5,2.5,0.0,2.7429061422433043,2.8571428571428568,4.4898,1.5981735159817347,1.5540453574164095
548,established in december,created in december,4.0,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,0.3441393234944299,1.5518047601774212,3.333333333333333,4.998,2.985074626865672,1.3818008172166087
549,"clearly , it",it was clear that,4.0,1.6666666666666665,1.25,1.4285714285714284,0.0,0.0,0.0,1.6666666666666665,1.25,1.4285714285714284,0.0,2.9465259655040086,1.6666666666666665,4.3032,1.666666666666667,2.114505590356143
550,reporting obligations,"obligations """,4.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.3441393234944299,1.676797803497828,3.333333333333333,4.2378,2.4482109227871938,3.780126534527121
551,maybe this,are perhaps,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7876330229704434,0.0,4.2996,0.6578947368421052,3.3965778554170427
552,were under,is still under,3.333,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,0.0,3.7756226401161004,2.0,4.4893,2.2151898734177213,2.5333553869325933
553,plans is,plan -lrb-,4.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8336235687336069,3.5041228560135482,0.0,4.1093,1.6081871345029242,3.7891962032347988
554,order to move,for moving,4.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.10314805941778,0.0,4.7021,1.1437908496732023,2.9400352614458938
555,a better understanding of the,improved understanding of the,4.333,3.0,3.75,3.3333333333333326,2.5,3.333333333333333,2.8571428571428577,3.0,3.75,3.3333333333333326,0.3441393234944299,1.4256312652344099,3.333333333333333,4.7754,3.553459119496856,1.6147083512307572
556,aim is to,'s objective is to,4.333,3.333333333333333,2.5,2.8571428571428577,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,2.0095380563920933,3.319865518084678,2.8571428571428568,4.3474,2.477477477477478,1.8257570265604737
557,"of children , in particular","of children , particularly",4.333,3.0,3.75,3.3333333333333326,2.5,3.333333333333333,2.8571428571428577,3.0,3.75,3.3333333333333326,0.3441393234944299,0.5911019543557479,2.8571428571428568,4.8717,4.0642076502732225,0.8820412927702476
558,are currently under way,is in progress,2.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.049172582961596,4.056562128865936,0.0,4.3639,0.2976190476190476,2.788532193614709
559,have voted in favour,has voted,3.333,1.25,2.5,1.6666666666666665,0.0,0.0,0.0,1.25,2.5,1.6666666666666665,0.0,2.255479660484662,1.6666666666666665,4.6067,1.2195121951219512,2.3516755946977788
560,consider that to be,think that is,3.333,1.25,1.6666666666666665,1.4285714285714284,0.0,0.0,0.0,1.25,1.6666666666666665,1.4285714285714284,0.0,3.2031507779725703,1.4285714285714284,4.5254,1.3102725366876309,2.1529450316558694
561,following two reports,following reports,3.667,3.333333333333333,5.0,4.0,0.0,0.0,0.0,3.333333333333333,5.0,4.0,0.3441393234944299,0.680576580418891,4.0,4.6924,3.5451197053407,1.7408185882132559
562,protection of the child,welfare of children,3.667,1.25,1.6666666666666665,1.4285714285714284,0.0,0.0,0.0,1.25,1.6666666666666665,1.4285714285714284,1.879614775684028,2.4370738449921303,1.4285714285714284,4.6038,1.4510779436152572,3.009431338247568
563,remind the house,to be reminded,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6955201825923238,0.0,4.2727,1.7543859649122806,3.2400530424938583
564,already adopted,had been adopted,3.333,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,0.0,1.7682437984662935,2.0,4.7355,2.447089947089947,2.593373317416079
565,"bodies of the united nations ,","organs of the united nations ,",4.333,4.166666666666667,4.166666666666667,4.166666666666667,4.0,4.0,4.000000000000001,4.166666666666667,4.166666666666667,4.166666666666667,1.1708441747687528,1.0446122863567353,4.0,4.9551,4.121212121212121,1.481559523325595
566,is the question,is all about,3.333,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,3.4765377063893674,1.6666666666666665,4.1181,0.6830601092896174,2.717164991135716
567,networks on,"new networks ,",3.333,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,0.3441393234944299,1.434972273120532,2.5,4.2285,3.787878787878788,2.740257048664478
568,enhance international,strengthen international,3.667,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,2.2261103883487494,1.2133931034222614,2.5,4.9925,3.3244680851063837,2.41699457237736
569,and further promote,and the promotion and,4.667,1.6666666666666665,1.25,1.4285714285714284,0.0,0.0,0.0,1.6666666666666665,1.25,1.4285714285714284,2.1004201904066755,1.6947392993456347,1.6666666666666665,4.3021,2.1457085828343314,2.465073316357577
570,objectives for,the specific objectives of,2.667,2.5,1.25,1.6666666666666665,0.0,0.0,0.0,2.5,1.25,1.6666666666666665,0.3441393234944299,1.4610362559189682,1.6666666666666665,4.2867,3.4776902887139105,2.7837214372459314
571,"cases , such","cases , these",3.667,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,0.3441393234944299,1.7892584765209092,2.5,4.641,3.0381944444444446,1.2234064591902711
572,requests the commission,call upon the commission,3.333,3.333333333333333,2.5,2.8571428571428577,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,1.3659347111474025,1.9378373168092264,2.8571428571428568,4.6625,3.0744336569579285,2.8581979659512946
573,the programme be,the program is,4.667,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,2.1128531069737893,1.7829566680077031,1.6666666666666665,4.6529,3.2581453634085213,1.3258811558873103
574,order to guarantee,of ensuring that,3.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4239116286671503,0.0,4.2205,0.65359477124183,3.3308248031298207
575,", as indicated in",as referred to in,3.667,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.0,3.2485279935504865,2.8571428571428568,4.3647,1.091954022988506,2.307659362086447
576,is only one,is all a,2.667,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,4.683708934197475,1.6666666666666665,4.2925,0.8130081300813009,2.6390924033652525
577,", the authorities should",", the administration should",3.333,3.75,3.75,3.75,1.6666666666666665,1.6666666666666665,1.6666666666666665,3.75,3.75,3.75,2.235613163581179,1.3384429508805935,3.333333333333333,4.8318,2.3700305810397557,1.6462219898460342
578,recommendation that,further recommends that,3.667,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,0.0,1.6612523598853086,2.0,4.4133,2.7120315581854046,2.990071610746798
579,- ladies,"well , ladies",3.667,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,0.3441393234944299,2.366048815666953,3.333333333333333,4.4472,3.75,2.796871051466572
580,language used,"language , or",2.667,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,0.3441393234944299,1.9189883896130988,2.5,4.206,3.095238095238096,2.9755792116333417
581,well known,may know,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.320609091344376,0.0,4.5874,1.7123287671232876,4.383292414982086
582,knew you 'd come back .,knew you 'd come .,3.0,4.166666666666667,5.0,4.545454545454546,3.0,3.75,3.3333333333333326,4.166666666666667,5.0,4.545454545454546,0.3441393234944299,1.2721169823426288,4.444444444444445,4.8354,3.708333333333334,1.0544793875491925
583,the committee agrees with,the commission agrees with,5.0,3.75,3.75,3.75,1.6666666666666665,1.6666666666666665,1.6666666666666665,3.75,3.75,3.75,1.7403252496265122,1.2794992874293587,3.75,4.8232,3.5398230088495577,0.9809713433372705
584,are essential,was important,3.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.697867745306741,0.0,4.7106,0.7142857142857142,2.8998822928425634
585,"of the citizens of europe ,","of europeans ,",4.333,1.6666666666666665,3.333333333333333,2.2222222222222223,0.0,0.0,0.0,1.6666666666666665,3.333333333333333,2.2222222222222223,2.953656145551358,2.115440064732525,1.6666666666666665,4.6308,1.6882183908045978,1.752640538992575
586,is my sister,'s my sister,4.667,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,0.3441393234944299,0.8078748558226595,3.333333333333333,4.5457,4.473684210526316,1.2883182250760454
587,are effectively,be clearly,2.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.531426422709312,0.0,4.6536,0.7638888888888891,3.3037606071422885
588,you 're trying to,you would like to,4.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.0,3.144085260135556,2.5,4.133,1.206896551724138,2.2399769904878064
589,economic conditions,economic,3.667,2.5,5.0,3.333333333333333,0.0,0.0,0.0,2.5,5.0,3.333333333333333,0.0,1.6042636369881955,3.333333333333333,4.3533,1.7857142857142856,3.334949579298982
590,client services .,service to clients .,4.667,1.6666666666666665,1.25,1.4285714285714284,0.0,0.0,0.0,1.6666666666666665,1.25,1.4285714285714284,1.5332113042804745,0.6729182492541784,0.0,4.534,3.096846846846847,2.5812658380526345
591,is significant,would be important,2.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4504126703529785,0.0,4.4951,0.5602240896358543,2.290262398989816
592,believe to be,think is,4.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.545702559084158,0.0,4.3936,0.25,2.9992658090550277
593,am asking you,'m just asking you,4.0,3.333333333333333,2.5,2.8571428571428577,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,0.0,1.8181954725661944,2.8571428571428568,4.4401,4.015151515151515,1.3936126277284548
594,'s difficult for,is hard for,3.667,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,2.917714737465621,1.6666666666666665,4.5011,0.9615384615384616,2.332179952032977
595,know each other,know them,3.667,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,0.0,2.08449960850198,2.0,4.4087,1.4705882352941178,2.4920058667673817
596,and consequently,and therefore is,3.333,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,0.0,2.585460999831924,2.0,4.4134,0.9259259259259258,1.7743214982476465
597,reiterating that,reiterated its view that,4.333,2.5,1.25,1.6666666666666665,0.0,0.0,0.0,2.5,1.25,1.6666666666666665,0.0,1.7173099400224192,1.6666666666666665,4.1586,2.8554778554778557,2.755293108434061
598,"of employment ,","of employment opportunities ,",3.667,5.0,3.75,4.285714285714286,2.5,1.6666666666666665,2.0,5.0,3.75,4.285714285714286,0.3441393234944299,1.812012027543436,4.0,4.7568,4.256594724220624,1.882617597971662
599,"thank you , doctor","thank you , gentlemen",3.333,3.75,3.75,3.75,3.333333333333333,3.333333333333333,3.333333333333333,3.75,3.75,3.75,0.3441393234944299,2.4482613903639807,3.333333333333333,4.576,3.059071729957805,1.283546428682298
600,", where appropriate","when required ,",3.333,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,2.7819178136620164,0.0,4.2124,0.7763975155279502,2.5572298461516847
601,had yet to be,have still not been,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8143067755895386,0.0,4.373,1.2012012012012012,2.162440947396295
602,of links between,of relationships between,4.0,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,3.0345778338483838,1.598076487703324,3.333333333333333,4.7581,2.7972027972027966,2.0852952156528013
603,centres of,regional centres for,4.333,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,0.3441393234944299,1.6743264486135847,2.0,4.348,3.431372549019608,3.161649205985925
604,those persons and,the individuals and,3.333,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,1.9783715004371585,3.3865812419508527,1.6666666666666665,4.7005,1.2471655328798188,1.9900137044825408
605,i am here,- i 'm in here,4.333,3.333333333333333,2.0,2.5,0.0,0.0,0.0,3.333333333333333,2.0,2.5,0.3441393234944299,2.5008840172135045,2.8571428571428568,4.4756,2.3809523809523805,1.6360943532319479
606,should be established,should be developed,3.667,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,0.0,2.3258458089426477,3.333333333333333,4.7163,2.276867030965392,1.0775043769930852
607,in all aspects of,in every aspect of,4.333,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,1.5107980860873425,2.2891972339026223,2.5,4.8766,2.2260273972602738,1.3705913741725788
608,reaffirmed by,been confirmed by,3.667,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,0.0,2.054556186889184,2.0,4.6712,3.0581039755351678,3.0855424069098984
609,reaffirms the need,reiterates the need,4.667,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,0.3441393234944299,1.3731157196904402,3.333333333333333,4.5034,2.7243589743589736,1.068231725036507
610,as well as the,as was the,2.667,2.5,3.333333333333333,2.8571428571428577,0.0,0.0,0.0,2.5,3.333333333333333,2.8571428571428577,0.0,1.5608657275202096,3.333333333333333,4.3134,2.3273273273273265,2.533039081747189
611,is n't possible,could n't be,3.667,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,2.742720153722762,2.5,4.5538,1.2978142076502732,2.3118197181414817
612,defence of the rights of,protecting the rights of,4.0,3.0,3.75,3.3333333333333326,2.5,3.333333333333333,2.8571428571428577,3.0,3.75,3.3333333333333326,0.3441393234944299,1.7157718001050657,3.75,4.7478,2.8294573643410854,2.0347102245117483
613,the following,the following projects,2.333,5.0,3.333333333333333,4.0,5.0,2.5,3.333333333333333,5.0,3.333333333333333,4.0,2.7429097996949086,1.6693946602217442,4.0,4.6336,4.605263157894736,1.7621478402964803
614,iceland 's,iceland,4.0,2.5,5.0,3.333333333333333,0.0,0.0,0.0,2.5,5.0,3.333333333333333,0.3441393234944299,1.5422188029569004,3.333333333333333,4.6309,3.125,2.443060752566177
615,purposes of prostitution,context of prostitution,4.667,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,1.183215390331059,1.6739061160559985,3.333333333333333,4.9899,3.2320872274143304,2.6953224991987854
616,must be of,must be given to,1.6669999999999998,3.333333333333333,2.5,2.8571428571428577,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,0.0,2.214628466379914,2.8571428571428568,4.3723,3.497942386831276,2.221871276064601
617,is easy for,'s very easy for,4.667,3.333333333333333,2.5,2.8571428571428577,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,0.0,1.9353119517170967,2.8571428571428568,4.5603,3.7962962962962967,1.8977534593211163
618,completed,has now been completed,4.667,5.0,1.25,2.0,0.0,0.0,0.0,5.0,1.25,2.0,0.0,2.196500775764045,2.0,4.262,4.166666666666666,4.304728468987727
619,you in here ?,- are you there ?,3.333,2.5,2.0,2.2222222222222223,0.0,0.0,0.0,2.5,2.0,2.2222222222222223,0.0,2.0453185774302862,1.6666666666666665,4.3415,2.4464831804281344,2.327646362975144
620,orally and,orally amended,2.667,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.0,1.8077355730432247,2.5,4.3736,3.797468354430381,3.2161454939809064
621,", including , for example ,",", for example to",2.667,2.5,3.75,3.0,2.0,3.333333333333333,2.5,2.5,3.75,3.0,0.3441393234944299,2.8838558102639413,3.333333333333333,4.4531,2.457264957264957,1.2764304515078622
622,and the objective,and the aim,3.667,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,2.0095380563920933,3.058221815071392,3.333333333333333,4.8658,2.0383693045563547,1.1557498830088875
623,", and intergovernmental","and intergovernmental organizations ,",4.0,5.0,3.75,4.285714285714286,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,0.0,1.1022054831997707,4.0,4.365,4.299847792998478,2.4043010922936014
624,is the administration,is the government,2.333,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,1.881306302166887,2.632960490645812,3.333333333333333,4.7899,1.5193370165745856,1.045568227233076
625,a couple of months ago,just a few months ago,4.667,3.0,3.0,3.0,1.25,1.25,1.25,3.0,3.0,3.0,0.3441393234944299,1.7043451212304874,3.0,4.7177,2.4914089347079043,1.4088975687997134
626,the egyptian government,the government of egypt,3.667,3.333333333333333,2.5,2.8571428571428577,0.0,0.0,0.0,3.333333333333333,2.5,2.8571428571428577,0.3441393234944299,0.9403682275451604,2.8571428571428568,4.7483,3.2926829268292686,1.6658711597183746
627,applies only to,be limited to,4.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,3.738012746098317,1.6666666666666665,4.3579,0.7452574525745258,3.378896075334004
628,has knowledge,is also known,2.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.676922989243655,0.0,4.151,1.507936507936508,3.4417088058527487
629,observes that,has pointed out that,1.0,2.5,1.25,1.6666666666666665,0.0,0.0,0.0,2.5,1.25,1.6666666666666665,0.0,2.86168850060282,1.6666666666666665,4.3907,1.4136904761904765,2.540602298087038
630,exists no,there being no,4.333,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,0.0,3.3771408401118315,2.0,4.4747,1.0714285714285716,3.2907461964879627
631,presented to the,to submit a,3.667,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,4.215466459838677,1.6666666666666665,4.3872,0.5769230769230769,3.342245590695931
632,the tribunal shall,the tribunal is required,2.0,3.333333333333333,2.5,2.8571428571428577,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,0.0,2.305792366360964,2.8571428571428568,4.5602,3.312629399585921,2.172069042412736
633,most indebted,most heavily indebted,3.667,5.0,3.333333333333333,4.0,0.0,0.0,0.0,5.0,3.333333333333333,4.0,0.0,1.7965377622262189,4.0,4.8122,3.9085545722713864,1.9843659312986204
634,and young people,and young persons,4.0,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,2.1777678151805477,1.6415777485314558,3.333333333333333,4.8359,3.5539215686274512,0.8696123491379483
635,and by strengthening,and further strengthening,4.667,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,0.0,1.3808179383626884,3.333333333333333,4.4547,3.6574074074074066,2.165526790897989
636,were not sufficient to,do not suffice to,4.333,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.0,1.5789576272860548,2.5,4.8028,2.5877192982456143,2.7713819770266013
637,factor is,success factor,3.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.3441393234944299,2.0569174497151868,2.5,4.1977,2.7380952380952377,4.078068940832162
638,respondents noted,respondents indicated,2.333,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.3441393234944299,1.5052865769127608,2.5,4.5502,3.5794183445190155,1.6249131961971865
639,- this was,then it was,3.667,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,2.2248601873820197,2.0,4.533,1.6447368421052633,2.3741759587244866
640,at the following session .,at the next session .,4.0,4.0,4.0,4.000000000000001,2.5,2.5,2.5,4.0,4.0,4.000000000000001,0.3441393234944299,2.0322864380304644,3.75,4.7549,2.6449275362318843,1.4082788345843962
641,commission endorsed the,committee endorsed the,3.333,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,1.7403252496265122,1.3849919245246631,3.333333333333333,4.881,3.186274509803922,1.3744886169715878
642,first nations people,"first nations ,",2.333,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,0.3441393234944299,2.1286679473883385,4.0,4.5281,3.382352941176471,1.2528607340112665
