,HITId,HITTypeId,Title,Description,Keywords,RequesterAnnotation,AssignmentDurationInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.text1,Input.text2,Answer.semantic-similarity.label,Approve,Reject
1698,3CESM1J3EI3GA53EMTU092AA5HH6WS,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,317HQ483I7S82ENUMVH3Z5JA0UNNI6,A2B6IFOZY2D4A4,Approved,Wed Nov 27 08:48:55 PST 2019,Wed Nov 27 08:49:02 PST 2019,Sat Nov 30 08:49:02 PST 2019,Wed Nov 27 23:15:19 PST 2019,,,7,100% (212/212),100% (212/212),100% (212/212),"Thus saith Jehovah of hosts , Consider ye , and call for the mourning women , that they may come ; and send for the skilful women , that they may come :","For my haters are waiting secretly for me ; and those who are watching for my soul are banded together in their evil designs ,",1 - Not Similar At All,,
1699,3CESM1J3EI3GA53EMTU092AA5HH6WS,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3HMVI3QICJSRE7VALQ58OM0VNCGY1F,A1PR75OOJOLBA2,Approved,Wed Nov 27 08:49:05 PST 2019,Wed Nov 27 08:49:09 PST 2019,Sat Nov 30 08:49:09 PST 2019,Wed Nov 27 23:15:19 PST 2019,,,4,100% (191/191),100% (191/191),100% (191/191),"Thus saith Jehovah of hosts , Consider ye , and call for the mourning women , that they may come ; and send for the skilful women , that they may come :","For my haters are waiting secretly for me ; and those who are watching for my soul are banded together in their evil designs ,",4,,
1700,3CESM1J3EI3GA53EMTU092AA5HH6WS,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3MH9DQ757WC71D18T8TMSOYOTDOUGD,A2JUO3H5VTEEM1,Approved,Wed Nov 27 08:48:29 PST 2019,Wed Nov 27 08:48:34 PST 2019,Sat Nov 30 08:48:34 PST 2019,Wed Nov 27 23:15:19 PST 2019,,,5,100% (197/197),100% (197/197),100% (197/197),"Thus saith Jehovah of hosts , Consider ye , and call for the mourning women , that they may come ; and send for the skilful women , that they may come :","For my haters are waiting secretly for me ; and those who are watching for my soul are banded together in their evil designs ,",3,,
1701,3GONHBMNHVYMT3TBKWLOX21ECJZZMK,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,38JBBYETQOAA01B287CGFHFIHKO4EM,A2SN4E7PX1NCLY,Approved,Wed Nov 27 08:53:27 PST 2019,Wed Nov 27 08:54:29 PST 2019,Sat Nov 30 08:54:29 PST 2019,Wed Nov 27 23:16:12 PST 2019,,,62,100% (10/10),100% (10/10),100% (10/10),Why do thy disciples transgress the tradition of the elders ? for they wash not their hands when they eat bread .,"For this cause the Lord has said : Because you have made your heart as the heart of God ,",1 - Not Similar At All,,
1702,3GONHBMNHVYMT3TBKWLOX21ECJZZMK,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3KRVW3HTZNLREA5QF6WHQS0X42FMSX,A2B6IFOZY2D4A4,Approved,Wed Nov 27 08:48:36 PST 2019,Wed Nov 27 08:48:44 PST 2019,Sat Nov 30 08:48:44 PST 2019,Wed Nov 27 23:16:12 PST 2019,,,8,100% (212/212),100% (212/212),100% (212/212),Why do thy disciples transgress the tradition of the elders ? for they wash not their hands when they eat bread .,"For this cause the Lord has said : Because you have made your heart as the heart of God ,",3,,
1703,3GONHBMNHVYMT3TBKWLOX21ECJZZMK,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3NJM2BJS4W6HSWD7A0Y9SRQAN45CPQ,A3IDU0PGLK1H1F,Approved,Wed Nov 27 08:50:05 PST 2019,Wed Nov 27 08:50:40 PST 2019,Sat Nov 30 08:50:40 PST 2019,Wed Nov 27 23:16:12 PST 2019,,,35,100% (43/43),100% (43/43),100% (44/44),Why do thy disciples transgress the tradition of the elders ? for they wash not their hands when they eat bread .,"For this cause the Lord has said : Because you have made your heart as the heart of God ,",1 - Not Similar At All,,
1704,3L21G7IH47WPSOXHVO07Z3498E11YO,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3LOTDFNYA7ZEFHUIDO25SRJ9DEYFWX,A24JKHC4HTY6CD,Approved,Wed Nov 27 08:46:44 PST 2019,Wed Nov 27 08:57:40 PST 2019,Sat Nov 30 08:57:40 PST 2019,Wed Nov 27 23:17:08 PST 2019,,,656,100% (39/39),100% (39/39),100% (39/39),"And he said to them , Go into the vine-garden with the others , and whatever is right I will give you . And they went to work .","And the chief priests having taken the silverlings , said , `It is not lawful to put them to the treasury , seeing it is the price of blood ; '",2,,
1705,3L21G7IH47WPSOXHVO07Z3498E11YO,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3LYA37P8IQNX70OLJ8X6LQYTB9YBKG,A2HITRHQ441VHA,Approved,Wed Nov 27 08:48:04 PST 2019,Wed Nov 27 08:53:27 PST 2019,Sat Nov 30 08:53:27 PST 2019,Wed Nov 27 23:17:08 PST 2019,,,323,100% (97/97),100% (97/97),100% (97/97),"And he said to them , Go into the vine-garden with the others , and whatever is right I will give you . And they went to work .","And the chief priests having taken the silverlings , said , `It is not lawful to put them to the treasury , seeing it is the price of blood ; '",2,,
1706,3L21G7IH47WPSOXHVO07Z3498E11YO,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3NQL1CS15R870JB8S4PXVA7BCGMVY0,A12BPQY35PARUO,Approved,Wed Nov 27 08:47:39 PST 2019,Wed Nov 27 08:47:49 PST 2019,Sat Nov 30 08:47:49 PST 2019,Wed Nov 27 23:17:08 PST 2019,,,10,100% (47/47),100% (47/47),100% (47/47),"And he said to them , Go into the vine-garden with the others , and whatever is right I will give you . And they went to work .","And the chief priests having taken the silverlings , said , `It is not lawful to put them to the treasury , seeing it is the price of blood ; '",1 - Not Similar At All,,
1707,34R0BODSP1ZQA1H9WAQPVQPA2I1E54,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3137ONMDKG5QCH4M38EHO6CL7PUEGG,A3DQUOVL81OWGH,Approved,Wed Nov 27 08:48:08 PST 2019,Wed Nov 27 08:48:24 PST 2019,Sat Nov 30 08:48:24 PST 2019,Wed Nov 27 23:13:19 PST 2019,,,16,100% (48/48),100% (48/48),100% (48/48),"At the coming of Christ who is our life , you will be seen with him in glory .","Rejoice , young man , in thy youth ; and let thy heart cheer thee in the days of thy youth , and walk in the ways of thy heart , and in the sight of thine eyes ; but know that for all these God will bring thee into judgment .",2,,
1708,34R0BODSP1ZQA1H9WAQPVQPA2I1E54,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3IRIK4HM3AK9IQV2V4Z0MRZTSZE6CD,A33TFZWRGY3ASF,Approved,Wed Nov 27 08:47:42 PST 2019,Wed Nov 27 08:47:51 PST 2019,Sat Nov 30 08:47:51 PST 2019,Wed Nov 27 23:13:19 PST 2019,,,9,100% (56/56),100% (56/56),100% (56/56),"At the coming of Christ who is our life , you will be seen with him in glory .","Rejoice , young man , in thy youth ; and let thy heart cheer thee in the days of thy youth , and walk in the ways of thy heart , and in the sight of thine eyes ; but know that for all these God will bring thee into judgment .",2,,
1709,34R0BODSP1ZQA1H9WAQPVQPA2I1E54,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3T3IWE1XG6NJEPGXWZ8OH6GOGMPTQF,A280UKMMBLRURU,Approved,Wed Nov 27 08:47:42 PST 2019,Wed Nov 27 08:49:10 PST 2019,Sat Nov 30 08:49:10 PST 2019,Wed Nov 27 23:13:19 PST 2019,,,88,100% (2/2),100% (2/2),100% (2/2),"At the coming of Christ who is our life , you will be seen with him in glory .","Rejoice , young man , in thy youth ; and let thy heart cheer thee in the days of thy youth , and walk in the ways of thy heart , and in the sight of thine eyes ; but know that for all these God will bring thee into judgment .",1 - Not Similar At All,,
1710,39N6W9XWRDNMW3NKD7LA6Q8FA3KGY3,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,379J5II41OG6Y9INEZBX1YHT36GLET,A33TFZWRGY3ASF,Approved,Wed Nov 27 08:49:14 PST 2019,Wed Nov 27 08:49:23 PST 2019,Sat Nov 30 08:49:23 PST 2019,Wed Nov 27 23:14:37 PST 2019,,,9,100% (56/56),100% (56/56),100% (56/56),"Therefore , son of man , speak to the house of Israel , and tell them , Thus says the Lord Yahweh : In this moreover have your fathers blasphemed me , in that they have committed a trespass against me .","And that was the reason the people went out to him , because it had come to their ears that he had done this sign .",3,,
1711,39N6W9XWRDNMW3NKD7LA6Q8FA3KGY3,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3NS0A6KXC48ONCVIZVSU9GD3VV7GZS,A1LZXNOD36P7C4,Approved,Wed Nov 27 08:55:15 PST 2019,Wed Nov 27 08:55:35 PST 2019,Sat Nov 30 08:55:35 PST 2019,Wed Nov 27 23:14:37 PST 2019,,,20,100% (17/17),100% (17/17),100% (17/17),"Therefore , son of man , speak to the house of Israel , and tell them , Thus says the Lord Yahweh : In this moreover have your fathers blasphemed me , in that they have committed a trespass against me .","And that was the reason the people went out to him , because it had come to their ears that he had done this sign .",1 - Not Similar At All,,
1712,39N6W9XWRDNMW3NKD7LA6Q8FA3KGY3,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3STRJBFXOWRX3MI2JUORLK4FHG0TKQ,A1E6XN5C8S0X7W,Approved,Wed Nov 27 08:52:45 PST 2019,Wed Nov 27 08:54:09 PST 2019,Sat Nov 30 08:54:09 PST 2019,Wed Nov 27 23:14:37 PST 2019,,,84,100% (54/54),100% (54/54),100% (54/54),"Therefore , son of man , speak to the house of Israel , and tell them , Thus says the Lord Yahweh : In this moreover have your fathers blasphemed me , in that they have committed a trespass against me .","And that was the reason the people went out to him , because it had come to their ears that he had done this sign .",5 - Highly Similar,,
1713,3XQ4XW3OD9CZLN34FM8WM0QDJZJS2I,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3EQHHY4HQSSQGYBTS7LEKC68UWYG5K,A3P7AZ2YH4ICQJ,Submitted,Wed Nov 27 08:54:22 PST 2019,Wed Nov 27 08:54:49 PST 2019,Sat Nov 30 08:54:49 PST 2019,,,,27,100% (37/37),100% (37/37),100% (37/37),"Then the king of Israel called a chamberlain , and said , Fetch quickly Micah the son of Imlah .","With Onesimus , a most beloved and faithful brother , who is one of you . All things that are done here , they shall make known to you .",1 - Not Similar At All,,
1714,3XQ4XW3OD9CZLN34FM8WM0QDJZJS2I,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3GNA64GUZE4HTN57V3QQEQAA0J6Q5O,A3DQUOVL81OWGH,Submitted,Wed Nov 27 08:52:15 PST 2019,Wed Nov 27 08:52:24 PST 2019,Sat Nov 30 08:52:24 PST 2019,,,,9,100% (48/48),100% (48/48),100% (48/48),"Then the king of Israel called a chamberlain , and said , Fetch quickly Micah the son of Imlah .","With Onesimus , a most beloved and faithful brother , who is one of you . All things that are done here , they shall make known to you .",3,,
1715,3XQ4XW3OD9CZLN34FM8WM0QDJZJS2I,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3VAR3R6G1P1XVTBTEO5P15P1N8PO8G,A1E6XN5C8S0X7W,Submitted,Wed Nov 27 08:52:53 PST 2019,Wed Nov 27 08:54:46 PST 2019,Sat Nov 30 08:54:46 PST 2019,,,,113,100% (54/54),100% (54/54),100% (54/54),"Then the king of Israel called a chamberlain , and said , Fetch quickly Micah the son of Imlah .","With Onesimus , a most beloved and faithful brother , who is one of you . All things that are done here , they shall make known to you .",1 - Not Similar At All,,
1716,3QTFNPMJC6ISBLEBWX0OAHQEH99ZNK,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3COPXFW7XBCZBUPV2DF7GA3ISDFKPC,A3SXLBX06D9FP9,Submitted,Wed Nov 27 08:52:16 PST 2019,Wed Nov 27 08:52:45 PST 2019,Sat Nov 30 08:52:45 PST 2019,,,,29,100% (30/30),100% (30/30),100% (30/30),The chariots rage in the streets ; they rush to and fro in the broad ways : the appearance of them is like torches ; they run like the lightnings .,"And king David answered and said : Call to me Bethsabee . And when she was come in to the king , and stood before him ,",1 - Not Similar At All,,
1717,3QTFNPMJC6ISBLEBWX0OAHQEH99ZNK,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3PM8NZGV8YGQV6PH199L691UTIFXQ4,A8TIL9U6YHG5,Submitted,Wed Nov 27 08:50:41 PST 2019,Wed Nov 27 08:50:56 PST 2019,Sat Nov 30 08:50:56 PST 2019,,,,15,100% (22/22),100% (22/22),100% (22/22),The chariots rage in the streets ; they rush to and fro in the broad ways : the appearance of them is like torches ; they run like the lightnings .,"And king David answered and said : Call to me Bethsabee . And when she was come in to the king , and stood before him ,",1 - Not Similar At All,,
1718,3QTFNPMJC6ISBLEBWX0OAHQEH99ZNK,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3PQ8K71NHXKMCDA713KLW1BROFJAA5,A2RKUDGK5PQ44X,Submitted,Wed Nov 27 08:48:31 PST 2019,Wed Nov 27 08:49:11 PST 2019,Sat Nov 30 08:49:11 PST 2019,,,,40,100% (24/24),100% (24/24),100% (24/24),The chariots rage in the streets ; they rush to and fro in the broad ways : the appearance of them is like torches ; they run like the lightnings .,"And king David answered and said : Call to me Bethsabee . And when she was come in to the king , and stood before him ,",1 - Not Similar At All,,
1719,3G5RUKN2EC3D5UWYSZ6PXTOL26L9NF,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,37C0GNLMHF3JNI1GV0UB6XHBDZSD6M,A1Q890R4148O5G,Approved,Wed Nov 27 08:52:18 PST 2019,Wed Nov 27 08:52:38 PST 2019,Sat Nov 30 08:52:38 PST 2019,Wed Nov 27 23:16:07 PST 2019,,,20,100% (42/42),100% (42/42),100% (42/42),Remember Lot 's wife .,"At that time it shall be said to this people , and to Jerusalem : A burning wind is in the ways that are in the desert of the way of the daughter of my people , not to fan , nor to cleanse .",1 - Not Similar At All,,
1720,3G5RUKN2EC3D5UWYSZ6PXTOL26L9NF,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3C6FJU71TQT7N4M8NEFSZO5SY9GUYD,ANVDIM96A57GD,Approved,Wed Nov 27 08:52:09 PST 2019,Wed Nov 27 08:52:18 PST 2019,Sat Nov 30 08:52:18 PST 2019,Wed Nov 27 23:16:08 PST 2019,,,9,100% (26/26),100% (26/26),100% (26/26),Remember Lot 's wife .,"At that time it shall be said to this people , and to Jerusalem : A burning wind is in the ways that are in the desert of the way of the daughter of my people , not to fan , nor to cleanse .",4,,
1721,3G5RUKN2EC3D5UWYSZ6PXTOL26L9NF,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3GD6L00D3SXRKQ6W2NHXURDOE231MT,A2A1E85FL1JAB9,Approved,Wed Nov 27 08:49:37 PST 2019,Wed Nov 27 08:49:49 PST 2019,Sat Nov 30 08:49:49 PST 2019,Wed Nov 27 23:16:08 PST 2019,,,12,100% (40/40),100% (40/40),100% (40/40),Remember Lot 's wife .,"At that time it shall be said to this people , and to Jerusalem : A burning wind is in the ways that are in the desert of the way of the daughter of my people , not to fan , nor to cleanse .",1 - Not Similar At All,,
1722,3DIIW4IV8PVKUNFVEOX6BDHOUFDI4C,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3X1FV8S5JXR7ESQ8YY3ROA077K3VG9,A1O4AAQX2KCD3N,Approved,Wed Nov 27 08:59:13 PST 2019,Wed Nov 27 08:59:38 PST 2019,Sat Nov 30 08:59:38 PST 2019,Wed Nov 27 23:15:38 PST 2019,,,25,100% (33/33),100% (33/33),100% (33/33),"of Syria , of Moab , of the children of Ammon , of the Philistines , of Amalek , and of the plunder of Hadadezer , son of Rehob , king of Zobah .","But I have made Esau bare , I have uncovered his secret places , that he is unable to hide himself : his seed is wasted , and his brethren , and his neighbours , and he is not .",2,,
1723,3DIIW4IV8PVKUNFVEOX6BDHOUFDI4C,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3X65QVEQI0NR1BY9I852BAHQIU5CLT,A2RKUDGK5PQ44X,Approved,Wed Nov 27 08:52:12 PST 2019,Wed Nov 27 08:53:28 PST 2019,Sat Nov 30 08:53:28 PST 2019,Wed Nov 27 23:15:38 PST 2019,,,76,100% (24/24),100% (24/24),100% (24/24),"of Syria , of Moab , of the children of Ammon , of the Philistines , of Amalek , and of the plunder of Hadadezer , son of Rehob , king of Zobah .","But I have made Esau bare , I have uncovered his secret places , that he is unable to hide himself : his seed is wasted , and his brethren , and his neighbours , and he is not .",1 - Not Similar At All,,
1724,3DIIW4IV8PVKUNFVEOX6BDHOUFDI4C,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3Y54SXRO1LLB6INED8STR7DDJ7ZTUO,A2PQV1A2D4CG52,Approved,Wed Nov 27 08:55:01 PST 2019,Wed Nov 27 08:57:55 PST 2019,Sat Nov 30 08:57:55 PST 2019,Wed Nov 27 23:15:39 PST 2019,,,174,100% (111/111),100% (111/111),100% (111/111),"of Syria , of Moab , of the children of Ammon , of the Philistines , of Amalek , and of the plunder of Hadadezer , son of Rehob , king of Zobah .","But I have made Esau bare , I have uncovered his secret places , that he is unable to hide himself : his seed is wasted , and his brethren , and his neighbours , and he is not .",4,,
1725,3HY86PZXPYIRMJGQVNODS0CTQ2WE1M,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3RGU30DZTA8YF7M0SCN3YR9A8J2MJH,A47E0Z3LTH37V,Approved,Wed Nov 27 08:48:30 PST 2019,Wed Nov 27 08:48:41 PST 2019,Sat Nov 30 08:48:41 PST 2019,Wed Nov 27 23:16:30 PST 2019,,,11,100% (47/47),100% (47/47),100% (47/47),"So I hated life , because the work that is wrought under the sun was grievous unto me ; for all is vanity and a striving after wind .","Now give order to make these men to cease , and that this city be not built , until the order shall be given from me ;",3,,
1726,3HY86PZXPYIRMJGQVNODS0CTQ2WE1M,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3STRJBFXOWRX3MI2JUORLK4FHGXTKN,A2713C7J2CMYCM,Approved,Wed Nov 27 08:47:36 PST 2019,Wed Nov 27 08:47:51 PST 2019,Sat Nov 30 08:47:51 PST 2019,Wed Nov 27 23:16:30 PST 2019,,,15,100% (3/3),100% (3/3),100% (3/3),"So I hated life , because the work that is wrought under the sun was grievous unto me ; for all is vanity and a striving after wind .","Now give order to make these men to cease , and that this city be not built , until the order shall be given from me ;",1 - Not Similar At All,,
1727,3HY86PZXPYIRMJGQVNODS0CTQ2WE1M,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3V0Z7YWSIY0HZYI1ZJI2M666X1V2VU,A3OHBQIGR1QMK9,Approved,Wed Nov 27 08:52:43 PST 2019,Wed Nov 27 08:52:59 PST 2019,Sat Nov 30 08:52:59 PST 2019,Wed Nov 27 23:16:30 PST 2019,,,16,100% (13/13),100% (13/13),100% (13/13),"So I hated life , because the work that is wrought under the sun was grievous unto me ; for all is vanity and a striving after wind .","Now give order to make these men to cease , and that this city be not built , until the order shall be given from me ;",3,,
1728,3DIIW4IV8PVKUNFVEOX6BDHOUFD4IY,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3137ONMDKG5QCH4M38EHO6CL7PXGEL,A1E6XN5C8S0X7W,Approved,Wed Nov 27 08:53:04 PST 2019,Wed Nov 27 08:55:28 PST 2019,Sat Nov 30 08:55:28 PST 2019,Wed Nov 27 23:15:38 PST 2019,,,144,100% (54/54),100% (54/54),100% (54/54),"And when the cloud was taken up from over the tabernacle , the children of Israel went onward , throughout all their journeys :","Neither shalt thou gather the bunches and grapes that fall down in thy vineyard , but shalt leave them to the poor and the strangers to take . I am the Lord your God .",1 - Not Similar At All,,
1729,3DIIW4IV8PVKUNFVEOX6BDHOUFD4IY,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,37M28K1J0QDXD6DBV9XYP0EAE2FJAW,A14CLZWROI8UCS,Approved,Wed Nov 27 08:51:33 PST 2019,Wed Nov 27 08:52:00 PST 2019,Sat Nov 30 08:52:00 PST 2019,Wed Nov 27 23:15:38 PST 2019,,,27,100% (50/50),100% (50/50),100% (50/50),"And when the cloud was taken up from over the tabernacle , the children of Israel went onward , throughout all their journeys :","Neither shalt thou gather the bunches and grapes that fall down in thy vineyard , but shalt leave them to the poor and the strangers to take . I am the Lord your God .",2,,
1730,3DIIW4IV8PVKUNFVEOX6BDHOUFD4IY,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3IXQG4FA2TYDQ45UFB6HVHKD0FO9BM,AE7UECBR4D5E6,Approved,Wed Nov 27 08:51:40 PST 2019,Wed Nov 27 08:51:54 PST 2019,Sat Nov 30 08:51:54 PST 2019,Wed Nov 27 23:15:38 PST 2019,,,14,100% (101/101),100% (101/101),100% (101/101),"And when the cloud was taken up from over the tabernacle , the children of Israel went onward , throughout all their journeys :","Neither shalt thou gather the bunches and grapes that fall down in thy vineyard , but shalt leave them to the poor and the strangers to take . I am the Lord your God .",4,,
1731,3DWNFENNE3VGPYZ1W6I6NEWO7U24JA,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3LJ7UR74RHDEU7OF16FZ549RVCN4N9,A2B6IFOZY2D4A4,Approved,Wed Nov 27 08:50:04 PST 2019,Wed Nov 27 08:50:11 PST 2019,Sat Nov 30 08:50:11 PST 2019,Wed Nov 27 23:15:41 PST 2019,,,7,100% (212/212),100% (212/212),100% (212/212),"Call Jesse to the sacrifice , and I will show you what you shall do . You shall anoint to me him whom I name to you . ''",And I will make my agreement with you ; never again will all flesh be cut off by the waters ; never again will the waters come over all the earth for its destruction .,1 - Not Similar At All,,
1732,3DWNFENNE3VGPYZ1W6I6NEWO7U24JA,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3SLE99ER0NDSWVN7J90G85M6FIDZBS,A3OHBQIGR1QMK9,Approved,Wed Nov 27 08:53:07 PST 2019,Wed Nov 27 08:53:29 PST 2019,Sat Nov 30 08:53:29 PST 2019,Wed Nov 27 23:15:41 PST 2019,,,22,100% (13/13),100% (13/13),100% (13/13),"Call Jesse to the sacrifice , and I will show you what you shall do . You shall anoint to me him whom I name to you . ''",And I will make my agreement with you ; never again will all flesh be cut off by the waters ; never again will the waters come over all the earth for its destruction .,4,,
