,HITId,HITTypeId,Title,Description,Keywords,RequesterAnnotation,AssignmentDurationInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.text1,Input.text2,Answer.semantic-similarity.label,Approve,Reject
1754,3BAWBGQGYLZMZGHEFTUWTERSTJ67VP,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3B3WTRP3DB2J2R5YWID6UOH96AX291,A2TR3ESZK9NUAM,Submitted,Wed Nov 27 09:20:51 PST 2019,Wed Nov 27 09:20:57 PST 2019,Sat Nov 30 09:20:57 PST 2019,,,,6,0% (0/0),0% (0/0),0% (0/0),people are married for a reason .,people choose to be husbands and wives for reasons .,5 - Highly Similar,,
1755,3JMNNNO3B14SS4KDZRIXJPTYPCM2WE,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,39PAAFCODM0BJXCEIY2YNTFWXFUTV1,AR9D5722RS6OC,Submitted,Wed Nov 27 09:24:13 PST 2019,Wed Nov 27 09:24:20 PST 2019,Sat Nov 30 09:24:20 PST 2019,,,,7,0% (0/0),0% (0/0),0% (0/0),"it is healthy and natural , but you can get viruses if you are not careful .","it is healthy and natural , take care not to get some nasty viruses .",4,,
1756,3JMNNNO3B14SS4KDZRIXJPTYPCM2WE,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3L4PIM1GQTGF7CURJKKNUDI8RBXYR0,A1PEEFFG1YL103,Submitted,Wed Nov 27 09:21:32 PST 2019,Wed Nov 27 09:21:48 PST 2019,Sat Nov 30 09:21:48 PST 2019,,,,16,0% (0/0),0% (0/0),0% (0/0),"it is healthy and natural , but you can get viruses if you are not careful .","it is healthy and natural , take care not to get some nasty viruses .",5 - Highly Similar,,
1757,3JMNNNO3B14SS4KDZRIXJPTYPCM2WE,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3QILPRALQ5VFD8BHD95CMGPWXZ7N8P,AZYMR3317SUFN,Submitted,Wed Nov 27 09:23:05 PST 2019,Wed Nov 27 09:23:14 PST 2019,Sat Nov 30 09:23:14 PST 2019,,,,9,100% (28/28),100% (28/28),100% (28/28),"it is healthy and natural , but you can get viruses if you are not careful .","it is healthy and natural , take care not to get some nasty viruses .",4,,
1758,3KG2UQJ0MJOJXTDK91HBJOEAC6WNQM,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3018Q3ZVOIQEBUWO3E67RR01OKWRAL,A231IGO9QHF433,Submitted,Wed Nov 27 09:23:17 PST 2019,Wed Nov 27 09:23:24 PST 2019,Sat Nov 30 09:23:24 PST 2019,,,,7,100% (23/23),100% (23/23),100% (23/23),"if she doesn ' t have a reason , then maybe she is n ' t your friend .","if she doesn ' t have a reason , then she is n ' t your ch um !",5 - Highly Similar,,
1759,3KG2UQJ0MJOJXTDK91HBJOEAC6WNQM,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3D4CH1LGEAT9HLD5VXYVWSBAGT49GT,A2SN4E7PX1NCLY,Submitted,Wed Nov 27 09:24:21 PST 2019,Wed Nov 27 09:24:36 PST 2019,Sat Nov 30 09:24:36 PST 2019,,,,15,100% (23/23),100% (23/23),100% (23/23),"if she doesn ' t have a reason , then maybe she is n ' t your friend .","if she doesn ' t have a reason , then she is n ' t your ch um !",1 - Not Similar At All,,
1760,3KG2UQJ0MJOJXTDK91HBJOEAC6WNQM,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3RSDURM96AMQY8PMXE0NV6JPCM9YEP,AGGJUBFTYXCCZ,Submitted,Wed Nov 27 09:23:38 PST 2019,Wed Nov 27 09:24:05 PST 2019,Sat Nov 30 09:24:05 PST 2019,,,,27,100% (1/1),100% (1/1),100% (1/1),"if she doesn ' t have a reason , then maybe she is n ' t your friend .","if she doesn ' t have a reason , then she is n ' t your ch um !",5 - Highly Similar,,
1761,3087LXLJ6MGJL8V4UF4JWDEJXBC0FU,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3DY4FPOOA1OY3IZME9X3NEEE9UWRVL,A231IGO9QHF433,Submitted,Wed Nov 27 09:22:00 PST 2019,Wed Nov 27 09:22:06 PST 2019,Sat Nov 30 09:22:06 PST 2019,,,,6,100% (23/23),100% (23/23),100% (23/23),"i will tell you that if you were unfaithful to her , it does not bode well for your soul .","i can tell you one thing , and that is if you cheated on her you need help .",4,,
1762,3087LXLJ6MGJL8V4UF4JWDEJXBC0FU,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3PZDLQMM0TLL0PC182NXWEIHCV0C2S,A2LKB11B1PALLY,Submitted,Wed Nov 27 09:21:56 PST 2019,Wed Nov 27 09:22:23 PST 2019,Sat Nov 30 09:22:23 PST 2019,,,,27,100% (2/2),100% (2/2),100% (2/2),"i will tell you that if you were unfaithful to her , it does not bode well for your soul .","i can tell you one thing , and that is if you cheated on her you need help .",3,,
1763,3087LXLJ6MGJL8V4UF4JWDEJXBC0FU,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3T111IHZ5EQ06BMJB8S7VWPHI2E9RO,AFQIHS5XX58NR,Submitted,Wed Nov 27 09:23:11 PST 2019,Wed Nov 27 09:23:15 PST 2019,Sat Nov 30 09:23:15 PST 2019,,,,4,100% (184/184),100% (184/184),100% (184/184),"i will tell you that if you were unfaithful to her , it does not bode well for your soul .","i can tell you one thing , and that is if you cheated on her you need help .",3,,
1764,3OKP4QVBP2XL0LPHX17U34Q87COAGU,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,37U1UTWH9VM0S6396GMTV0U6YWU8RW,A14UJPO621M1X0,Submitted,Wed Nov 27 09:20:10 PST 2019,Wed Nov 27 09:20:18 PST 2019,Sat Nov 30 09:20:18 PST 2019,,,,8,100% (109/109),100% (109/109),100% (109/109),"i have four favorite bands . a ero sm ith , def le op ard , ac / d c , and bo s ton .","a ero sm ith , def le p pard , ac / d c , and  ( sorry , i have four ) bo s ton as well .",2,,
1765,3OKP4QVBP2XL0LPHX17U34Q87COAGU,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3H7Z272LX77AV07DNDR8VAGXHE7LP5,A3FPQGM967TJER,Submitted,Wed Nov 27 09:23:06 PST 2019,Wed Nov 27 09:23:15 PST 2019,Sat Nov 30 09:23:15 PST 2019,,,,9,0% (0/0),0% (0/0),0% (0/0),"i have four favorite bands . a ero sm ith , def le op ard , ac / d c , and bo s ton .","a ero sm ith , def le p pard , ac / d c , and  ( sorry , i have four ) bo s ton as well .",5 - Highly Similar,,
1766,3OKP4QVBP2XL0LPHX17U34Q87COAGU,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3OE22WJIGIOYE2VMW4YYM22QZ1MQUV,A2QM59PHRH71U2,Submitted,Wed Nov 27 09:24:05 PST 2019,Wed Nov 27 09:24:32 PST 2019,Sat Nov 30 09:24:32 PST 2019,,,,27,100% (6/6),100% (6/6),100% (6/6),"i have four favorite bands . a ero sm ith , def le op ard , ac / d c , and bo s ton .","a ero sm ith , def le p pard , ac / d c , and  ( sorry , i have four ) bo s ton as well .",4,,
1767,3TX9T2ZCB91IYFNPOYRB6035ALKZWI,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3B1NLC6UGZWU98TCCMUSIIBPLXJGPS,A2OP2ZANIM5ZV,Submitted,Wed Nov 27 09:20:18 PST 2019,Wed Nov 27 09:20:30 PST 2019,Sat Nov 30 09:20:30 PST 2019,,,,12,100% (167/167),100% (167/167),100% (167/167),"not only because of it s gay them e , but because it is a good film .","i don ' t like it because it is gay - them ed , but because it is a great movie to watch .",3,,
1768,3TX9T2ZCB91IYFNPOYRB6035ALKZWI,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3EICBYG644WL6LA9FNTPVV4YE6NCJG,A2BA1R9MAHHWJH,Submitted,Wed Nov 27 09:23:10 PST 2019,Wed Nov 27 09:23:37 PST 2019,Sat Nov 30 09:23:37 PST 2019,,,,27,100% (145/145),100% (145/145),100% (145/145),"not only because of it s gay them e , but because it is a good film .","i don ' t like it because it is gay - them ed , but because it is a great movie to watch .",2,,
1769,3TX9T2ZCB91IYFNPOYRB6035ALKZWI,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3LWJHTCVCCM9VKYW1F3Z021NPE9QFY,A3746TDKYH8SJ9,Submitted,Wed Nov 27 09:26:22 PST 2019,Wed Nov 27 09:26:31 PST 2019,Sat Nov 30 09:26:31 PST 2019,,,,9,100% (142/142),100% (142/142),100% (142/142),"not only because of it s gay them e , but because it is a good film .","i don ' t like it because it is gay - them ed , but because it is a great movie to watch .",3,,
1770,3TD33TP5DL2P94H6HFFG2TZBRZWBAE,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3A4TN5196KIPFFFJRNQ4JIOJ1EKCHC,A3746TDKYH8SJ9,Submitted,Wed Nov 27 09:24:17 PST 2019,Wed Nov 27 09:25:21 PST 2019,Sat Nov 30 09:25:21 PST 2019,,,,64,100% (142/142),100% (142/142),100% (142/142),"at least , that is what it seems like to me .",at least that is what it seems like to me .,2,,
1771,3TD33TP5DL2P94H6HFFG2TZBRZWBAE,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3P4RDNWND56CJOW97XPB6Y2TRB6JIO,A1LZXNOD36P7C4,Submitted,Wed Nov 27 09:21:47 PST 2019,Wed Nov 27 09:21:59 PST 2019,Sat Nov 30 09:21:59 PST 2019,,,,12,100% (66/66),100% (66/66),100% (66/66),"at least , that is what it seems like to me .",at least that is what it seems like to me .,5 - Highly Similar,,
1772,3TD33TP5DL2P94H6HFFG2TZBRZWBAE,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3ZSANO2JCF7L80D9TJS4V2GO72UFSC,A1PR75OOJOLBA2,Submitted,Wed Nov 27 09:25:59 PST 2019,Wed Nov 27 09:26:07 PST 2019,Sat Nov 30 09:26:07 PST 2019,,,,8,100% (328/328),100% (328/328),100% (328/328),"at least , that is what it seems like to me .",at least that is what it seems like to me .,3,,
1773,3ZUE82NE0A113X07PJHYPSK1G9O8FP,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3FIJLY1B6U4OV8XH12OA0XBDKIMFPV,A2QM59PHRH71U2,Submitted,Wed Nov 27 09:24:46 PST 2019,Wed Nov 27 09:25:09 PST 2019,Sat Nov 30 09:25:09 PST 2019,,,,23,100% (6/6),100% (6/6),100% (6/6),here is my answer : choice a . most men certainly do not prefer women that are extreme ly thin .,most men do not enjoy women who are skin and  bone s .,3,,
1774,3ZUE82NE0A113X07PJHYPSK1G9O8FP,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3FTF2T8WLRI5E735A22DIVXYAHV9WT,A2B6IFOZY2D4A4,Submitted,Wed Nov 27 09:25:28 PST 2019,Wed Nov 27 09:25:34 PST 2019,Sat Nov 30 09:25:34 PST 2019,,,,6,100% (361/361),100% (361/361),100% (361/361),here is my answer : choice a . most men certainly do not prefer women that are extreme ly thin .,most men do not enjoy women who are skin and  bone s .,3,,
1775,3ZUE82NE0A113X07PJHYPSK1G9O8FP,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3WZ36BJEV3GWAJE8DHBYMHLPUNFBTE,A1E6XN5C8S0X7W,Submitted,Wed Nov 27 09:24:10 PST 2019,Wed Nov 27 09:25:45 PST 2019,Sat Nov 30 09:25:45 PST 2019,,,,95,100% (143/143),100% (143/143),100% (143/143),here is my answer : choice a . most men certainly do not prefer women that are extreme ly thin .,most men do not enjoy women who are skin and  bone s .,4,,
1776,32204AGAABC0A8XV37HMKQDCK7EGHB,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,36V4Q8R5ZK0F1UQDN27CVSLWMFOQM8,A1PR75OOJOLBA2,Submitted,Wed Nov 27 09:30:21 PST 2019,Wed Nov 27 09:30:26 PST 2019,Sat Nov 30 09:30:26 PST 2019,,,,5,100% (328/328),100% (328/328),100% (328/328),they still show that horrible wrestling on tv ?,i cannot believe professional wrestling is still being aired -- it is garbage .,2,,
1777,32204AGAABC0A8XV37HMKQDCK7EGHB,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,37M28K1J0QDXD6DBV9XYP0EAE36JAP,A2GZNOA5CIVKUB,Submitted,Wed Nov 27 09:28:16 PST 2019,Wed Nov 27 09:28:20 PST 2019,Sat Nov 30 09:28:20 PST 2019,,,,4,100% (1/1),100% (1/1),100% (1/1),they still show that horrible wrestling on tv ?,i cannot believe professional wrestling is still being aired -- it is garbage .,2,,
1778,32204AGAABC0A8XV37HMKQDCK7EGHB,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3BC8WZX3V3W6ABI55PSTMHPBOOORRX,A1SK0GV4SSOH1A,Submitted,Wed Nov 27 09:28:33 PST 2019,Wed Nov 27 09:28:37 PST 2019,Sat Nov 30 09:28:37 PST 2019,,,,4,100% (175/175),100% (175/175),100% (175/175),they still show that horrible wrestling on tv ?,i cannot believe professional wrestling is still being aired -- it is garbage .,1 - Not Similar At All,,
1779,378G7J1SJLYKNKWTSBDYLQ2NMFCEWS,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,32VNZTT0A74Z95G7UDWGEOE1WA04RN,A2B6IFOZY2D4A4,Submitted,Wed Nov 27 09:23:06 PST 2019,Wed Nov 27 09:23:13 PST 2019,Sat Nov 30 09:23:13 PST 2019,,,,7,100% (361/361),100% (361/361),100% (361/361),may you be preserved with the help of god and your fellow soldiers .,may god and your fellow soldiers preserve you .,4,,
1780,378G7J1SJLYKNKWTSBDYLQ2NMFCEWS,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3Q5ZZ9ZEVOFBNJ5B999QSZPA6E685J,A3JOZ9UZGSKSNK,Submitted,Wed Nov 27 09:21:24 PST 2019,Wed Nov 27 09:21:31 PST 2019,Sat Nov 30 09:21:31 PST 2019,,,,7,100% (9/9),100% (9/9),100% (9/9),may you be preserved with the help of god and your fellow soldiers .,may god and your fellow soldiers preserve you .,4,,
1781,378G7J1SJLYKNKWTSBDYLQ2NMFCEWS,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3WYGZ5XF3WFWOM5NUUJ1BF8TFY7SKN,AIGGM6XFP71WQ,Submitted,Wed Nov 27 09:21:07 PST 2019,Wed Nov 27 09:21:13 PST 2019,Sat Nov 30 09:21:13 PST 2019,,,,6,100% (11/11),100% (11/11),100% (11/11),may you be preserved with the help of god and your fellow soldiers .,may god and your fellow soldiers preserve you .,4,,
1782,37Y5RYYI0P50M3613BTPCQK9W8QXS4,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3AMYWKA6YBMARFS5L98RHRTAHELO6I,A231IGO9QHF433,Submitted,Wed Nov 27 09:22:32 PST 2019,Wed Nov 27 09:22:36 PST 2019,Sat Nov 30 09:22:36 PST 2019,,,,4,100% (23/23),100% (23/23),100% (23/23),all performances in which they were genuine ly performing musically !,i enjoy any show that they play music .,4,,
1783,37Y5RYYI0P50M3613BTPCQK9W8QXS4,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3OS46CRSLFZ5HZ12MLU5CJNID7IV6R,A2A1E85FL1JAB9,Submitted,Wed Nov 27 09:22:14 PST 2019,Wed Nov 27 09:23:14 PST 2019,Sat Nov 30 09:23:14 PST 2019,,,,60,100% (111/111),100% (111/111),100% (111/111),all performances in which they were genuine ly performing musically !,i enjoy any show that they play music .,1 - Not Similar At All,,
1784,37Y5RYYI0P50M3613BTPCQK9W8QXS4,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3Z7VU45IPYHRJX5FHC7R2T9XT781ZZ,A3746TDKYH8SJ9,Submitted,Wed Nov 27 09:21:49 PST 2019,Wed Nov 27 09:22:00 PST 2019,Sat Nov 30 09:22:00 PST 2019,,,,11,100% (142/142),100% (142/142),100% (142/142),all performances in which they were genuine ly performing musically !,i enjoy any show that they play music .,4,,
1785,3CIS7GGG65J7VG7OXBYX32HQ1Z1EUT,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,379J5II41OG6Y9INEZBX1YHT374ELC,A1TIO97G4K0ZFF,Submitted,Wed Nov 27 09:21:52 PST 2019,Wed Nov 27 09:22:15 PST 2019,Sat Nov 30 09:22:15 PST 2019,,,,23,100% (247/247),100% (247/247),100% (247/247),a woman wants many things from men .,a woman wants everything from a man .,4,,
1786,3CIS7GGG65J7VG7OXBYX32HQ1Z1EUT,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,39LOEL67OS5894I7VQLXD2RQSIF83T,A231IGO9QHF433,Submitted,Wed Nov 27 09:21:23 PST 2019,Wed Nov 27 09:21:28 PST 2019,Sat Nov 30 09:21:28 PST 2019,,,,5,100% (23/23),100% (23/23),100% (23/23),a woman wants many things from men .,a woman wants everything from a man .,4,,
1787,3CIS7GGG65J7VG7OXBYX32HQ1Z1EUT,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3PB5A5BD0V6532PCG00BIWK4L3D7GC,A2B6IFOZY2D4A4,Submitted,Wed Nov 27 09:20:40 PST 2019,Wed Nov 27 09:20:48 PST 2019,Sat Nov 30 09:20:48 PST 2019,,,,8,100% (361/361),100% (361/361),100% (361/361),a woman wants many things from men .,a woman wants everything from a man .,5 - Highly Similar,,
1788,3YZ7A3YHR5TRKKMRX5AUK7TP39H5S3,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,38SKSKU7R1XIEEK9AI1OMDFLV0DLIU,A1SK0GV4SSOH1A,Submitted,Wed Nov 27 09:25:06 PST 2019,Wed Nov 27 09:25:12 PST 2019,Sat Nov 30 09:25:12 PST 2019,,,,6,100% (175/175),100% (175/175),100% (175/175),so she could have done the voice of mother bat es .,she could have done the voice of mother bat es .,2,,
1789,3YZ7A3YHR5TRKKMRX5AUK7TP39H5S3,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,39OWYR0EPKRI4MPISPKTDO4PONNFYN,A1SBFOZG5J97Z1,Submitted,Wed Nov 27 09:21:32 PST 2019,Wed Nov 27 11:13:31 PST 2019,Sat Nov 30 11:13:31 PST 2019,,,,6719,0% (0/0),0% (0/0),0% (0/0),so she could have done the voice of mother bat es .,she could have done the voice of mother bat es .,1 - Not Similar At All,,
1790,3YZ7A3YHR5TRKKMRX5AUK7TP39H5S3,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3STRJBFXOWRX3MI2JUORLK4FHHPKT8,AI521GBL3HJSC,Submitted,Wed Nov 27 09:26:00 PST 2019,Wed Nov 27 09:26:07 PST 2019,Sat Nov 30 09:26:07 PST 2019,,,,7,0% (0/0),0% (0/0),0% (0/0),so she could have done the voice of mother bat es .,she could have done the voice of mother bat es .,4,,
1791,3SR6AEG6W5T0WZIVXD3SRQKGP34YHR,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3GD6L00D3SXRKQ6W2NHXURDOE3S1MK,A3P7AZ2YH4ICQJ,Submitted,Wed Nov 27 09:23:58 PST 2019,Wed Nov 27 09:24:03 PST 2019,Sat Nov 30 09:24:03 PST 2019,,,,5,100% (97/97),100% (97/97),100% (97/97),do you want to video chat ?,i have it on my camera .,1 - Not Similar At All,,
1792,3SR6AEG6W5T0WZIVXD3SRQKGP34YHR,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3KAKFY4PGU21YAUK4CXOQRL4VEO3I0,A28V6LPUTG5WR1,Submitted,Wed Nov 27 09:26:26 PST 2019,Wed Nov 27 09:26:47 PST 2019,Sat Nov 30 09:26:47 PST 2019,,,,21,100% (14/14),100% (14/14),100% (14/14),do you want to video chat ?,i have it on my camera .,2,,
1793,3SR6AEG6W5T0WZIVXD3SRQKGP34YHR,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3LOTDFNYA7ZEFHUIDO25SRJ9DFPFWQ,A9ZM1P6LBW79,Submitted,Wed Nov 27 09:24:50 PST 2019,Wed Nov 27 09:25:14 PST 2019,Sat Nov 30 09:25:14 PST 2019,,,,24,100% (22/22),100% (22/22),100% (22/22),do you want to video chat ?,i have it on my camera .,3,,
1794,3NSCTNUR2ZNNKO0XG5O3Z7ZJH3A5A7,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,30X31N5D63QQC9W1I36CH15XAMDSA8,A3P7AZ2YH4ICQJ,Submitted,Wed Nov 27 09:21:03 PST 2019,Wed Nov 27 09:21:09 PST 2019,Sat Nov 30 09:21:09 PST 2019,,,,6,100% (97/97),100% (97/97),100% (97/97),it could never be boring .,it could never be a boring activity .,5 - Highly Similar,,
1795,3NSCTNUR2ZNNKO0XG5O3Z7ZJH3A5A7,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3EO896NRAWV2S2CK19OFK5422SKTJD,A28U1GCCY9R6O4,Submitted,Wed Nov 27 09:20:16 PST 2019,Wed Nov 27 09:20:26 PST 2019,Sat Nov 30 09:20:26 PST 2019,,,,10,100% (68/68),100% (68/68),100% (68/68),it could never be boring .,it could never be a boring activity .,5 - Highly Similar,,
