,HITId,HITTypeId,Title,Description,Keywords,RequesterAnnotation,AssignmentDurationInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.text1,Input.text2,Answer.semantic-similarity.label,Approve,Reject
1795,3XQ4XW3OD9CZLN34FM8WM0QDJZRS2Q,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3H8DHMCCW9BQMXM5X4OCGGMTEV9KDX,A2WYGPR0ECWJFZ,Submitted,Wed Nov 27 09:36:47 PST 2019,Wed Nov 27 09:37:05 PST 2019,Sat Nov 30 09:37:05 PST 2019,,,,18,100% (158/158),100% (158/158),100% (158/158),"hate to tell you , it ' ll be worse after you married .","i hate to say so , but it will become worse after you get married .",5 - Highly Similar,,
1796,3XQ4XW3OD9CZLN34FM8WM0QDJZRS2Q,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3PXX5PX6LXYRVNFZ7HKHRCVX6Y7AB5,A3BCGN11HDM8QR,Submitted,Wed Nov 27 09:42:07 PST 2019,Wed Nov 27 09:42:12 PST 2019,Sat Nov 30 09:42:12 PST 2019,,,,5,100% (378/378),100% (378/378),100% (378/378),"hate to tell you , it ' ll be worse after you married .","i hate to say so , but it will become worse after you get married .",2,,
1797,30OITAWPBQ3LVYANP1BCS9RPGUL9HF,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,35DR22AR5DKYO5JF3YXPT18JJRY3X6,A29IS23K76GS7W,Submitted,Wed Nov 27 09:34:33 PST 2019,Wed Nov 27 09:34:37 PST 2019,Sat Nov 30 09:34:37 PST 2019,,,,4,100% (1/1),100% (1/1),100% (1/1),this is gross it has spit all over it ! !,dat be disgust in ' it got s s ' ta saliva dri p p in ' all  ova ' it .,3,,
1798,30OITAWPBQ3LVYANP1BCS9RPGUL9HF,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3A7Y0R2P2OO99JL46JPC98P8FOJJXX,A3D6DQGF78M17W,Submitted,Wed Nov 27 09:33:37 PST 2019,Wed Nov 27 09:33:53 PST 2019,Sat Nov 30 09:33:53 PST 2019,,,,16,100% (19/19),100% (19/19),100% (19/19),this is gross it has spit all over it ! !,dat be disgust in ' it got s s ' ta saliva dri p p in ' all  ova ' it .,5 - Highly Similar,,
1799,30OITAWPBQ3LVYANP1BCS9RPGUL9HF,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3PM8NZGV8YGQV6PH199L691UTJBQXV,AWJ0LF6A0LXJN,Submitted,Wed Nov 27 09:34:36 PST 2019,Wed Nov 27 09:34:44 PST 2019,Sat Nov 30 09:34:44 PST 2019,,,,8,100% (221/221),100% (221/221),100% (221/221),this is gross it has spit all over it ! !,dat be disgust in ' it got s s ' ta saliva dri p p in ' all  ova ' it .,4,,
1800,3W1K7D6QSBHQACPET7VFJMQK0K4ZB4,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,324G5B4FB388SYER2YB8X4XOEM170M,A293Y9SY2ETQN5,Submitted,Wed Nov 27 09:37:54 PST 2019,Wed Nov 27 09:38:17 PST 2019,Sat Nov 30 09:38:17 PST 2019,,,,23,0% (0/0),0% (0/0),0% (0/0),i want to know the real actors names and the names they used in the movie crash ?,what s the real and fake names of the actors in crash ?,3,,
1801,3W1K7D6QSBHQACPET7VFJMQK0K4ZB4,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3VJ40NV2QINGTD3HHMGKS1LO1M5TO7,A14KIIR8FGYCHO,Submitted,Wed Nov 27 09:34:22 PST 2019,Wed Nov 27 09:43:18 PST 2019,Sat Nov 30 09:43:18 PST 2019,,,,536,100% (41/41),100% (41/41),100% (41/41),i want to know the real actors names and the names they used in the movie crash ?,what s the real and fake names of the actors in crash ?,4,,
1802,3W1K7D6QSBHQACPET7VFJMQK0K4ZB4,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3X65QVEQI0NR1BY9I852BAHQIV3CLT,A2486GT03G3RSQ,Submitted,Wed Nov 27 09:38:19 PST 2019,Wed Nov 27 09:38:33 PST 2019,Sat Nov 30 09:38:33 PST 2019,,,,14,0% (0/0),0% (0/0),0% (0/0),i want to know the real actors names and the names they used in the movie crash ?,what s the real and fake names of the actors in crash ?,5 - Highly Similar,,
1803,3D1TUISJWI0JBL9ATUOOOHFITS9UIJ,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,33NF62TLXJ23PJMX70ANJEH6JF7JKB,AGGJUBFTYXCCZ,Submitted,Wed Nov 27 09:38:50 PST 2019,Wed Nov 27 09:38:56 PST 2019,Sat Nov 30 09:38:56 PST 2019,,,,6,100% (1/1),100% (1/1),100% (1/1),but it does not do anything with you .,"it does not have anything to do with you , though .",5 - Highly Similar,,
1804,3D1TUISJWI0JBL9ATUOOOHFITS9UIJ,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3K2755HG5S3F6BURWTXF03UO6ZRFDP,A2486GT03G3RSQ,Submitted,Wed Nov 27 09:35:20 PST 2019,Wed Nov 27 09:35:42 PST 2019,Sat Nov 30 09:35:42 PST 2019,,,,22,0% (0/0),0% (0/0),0% (0/0),but it does not do anything with you .,"it does not have anything to do with you , though .",5 - Highly Similar,,
1805,3D1TUISJWI0JBL9ATUOOOHFITS9UIJ,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3Z3ZLGNNSIUEF8I3HK2XZTCQMOAQ3V,A3SXLBX06D9FP9,Submitted,Wed Nov 27 09:34:13 PST 2019,Wed Nov 27 09:34:37 PST 2019,Sat Nov 30 09:34:37 PST 2019,,,,24,100% (56/56),100% (56/56),100% (56/56),but it does not do anything with you .,"it does not have anything to do with you , though .",4,,
1806,3HKIF5DF6YX7V2FC5VTU79FO1U89GG,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3A7Y0R2P2OO99JL46JPC98P8FOJXJB,A168NGIUW93RV5,Submitted,Wed Nov 27 09:35:20 PST 2019,Wed Nov 27 09:35:35 PST 2019,Sat Nov 30 09:35:35 PST 2019,,,,15,100% (129/129),100% (129/129),100% (129/129),' don ' t fun k with my heart ' is the song i like .,"i like "" don ' t fun k with my heart "".",2,,
1807,3HKIF5DF6YX7V2FC5VTU79FO1U89GG,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3MMN5BL1WZ4NUTKBPRVGIKSLCNE3MM,A28U1GCCY9R6O4,Submitted,Wed Nov 27 09:34:29 PST 2019,Wed Nov 27 09:34:39 PST 2019,Sat Nov 30 09:34:39 PST 2019,,,,10,100% (78/78),100% (78/78),100% (78/78),' don ' t fun k with my heart ' is the song i like .,"i like "" don ' t fun k with my heart "".",5 - Highly Similar,,
1808,3HKIF5DF6YX7V2FC5VTU79FO1U89GG,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3UOUJI6MTDEINZWYIITQGAYJW4HXU7,A2GZNOA5CIVKUB,Submitted,Wed Nov 27 09:34:18 PST 2019,Wed Nov 27 09:34:22 PST 2019,Sat Nov 30 09:34:22 PST 2019,,,,4,100% (3/3),100% (3/3),100% (3/3),' don ' t fun k with my heart ' is the song i like .,"i like "" don ' t fun k with my heart "".",4,,
1809,3LN3BXKGC0VI7YSKY63MLTNZZVSWGS,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,39N5ACM9HENFUY64YGOIQ1P2HKY9P4,A5BMA5POGL8DW,Submitted,Wed Nov 27 09:33:57 PST 2019,Wed Nov 27 09:34:32 PST 2019,Sat Nov 30 09:34:32 PST 2019,,,,35,0% (0/0),0% (0/0),0% (0/0),you need to wait until you hear her side of the story .,hold on to you hear what she say .,4,,
1810,3LN3BXKGC0VI7YSKY63MLTNZZVSWGS,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3LBXNTKX0RVK378VK7YZKEB5JJ6X9F,A14CLZWROI8UCS,Submitted,Wed Nov 27 09:33:11 PST 2019,Wed Nov 27 09:33:31 PST 2019,Sat Nov 30 09:33:31 PST 2019,,,,20,100% (133/133),100% (133/133),100% (133/133),you need to wait until you hear her side of the story .,hold on to you hear what she say .,3,,
1811,3LN3BXKGC0VI7YSKY63MLTNZZVSWGS,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3OF2M9AATGOTPYR1PMD9785W2DHZK9,AH7I3K3OJKA5L,Submitted,Wed Nov 27 09:34:53 PST 2019,Wed Nov 27 09:35:01 PST 2019,Sat Nov 30 09:35:01 PST 2019,,,,8,100% (1/1),100% (1/1),100% (1/1),you need to wait until you hear her side of the story .,hold on to you hear what she say .,5 - Highly Similar,,
1812,3JHB4BPSFK9Y8R9Q8RY61NJQ7HH9QB,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3GD6L00D3SXRKQ6W2NHXURDOE30M1D,A1E6XN5C8S0X7W,Submitted,Wed Nov 27 09:35:50 PST 2019,Wed Nov 27 09:35:57 PST 2019,Sat Nov 30 09:35:57 PST 2019,,,,7,100% (176/176),100% (176/176),100% (176/176),i love it . . . after all ev ey body loves  ray mo nd !,"i , like everyone , love  ray om d . .",3,,
1813,3JHB4BPSFK9Y8R9Q8RY61NJQ7HH9QB,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3X66WABAJWIN2JOPEOXL5F8OG143GG,A2F6ZON8X5EAGL,Submitted,Wed Nov 27 09:37:32 PST 2019,Wed Nov 27 09:37:48 PST 2019,Sat Nov 30 09:37:48 PST 2019,,,,16,0% (0/0),0% (0/0),0% (0/0),i love it . . . after all ev ey body loves  ray mo nd !,"i , like everyone , love  ray om d . .",5 - Highly Similar,,
1814,3JHB4BPSFK9Y8R9Q8RY61NJQ7HH9QB,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3Z7VU45IPYHRJX5FHC7R2T9XT7I1Z9,A2SN4E7PX1NCLY,Submitted,Wed Nov 27 09:35:02 PST 2019,Wed Nov 27 09:38:46 PST 2019,Sat Nov 30 09:38:46 PST 2019,,,,224,100% (24/24),100% (24/24),100% (24/24),i love it . . . after all ev ey body loves  ray mo nd !,"i , like everyone , love  ray om d . .",1 - Not Similar At All,,
1815,375VMB7D4JJXUJYO7ZYZEHBU7SFDIT,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3ATTHHXXWAODE81YO14CX7A829WIXM,AFQIHS5XX58NR,Submitted,Wed Nov 27 09:36:55 PST 2019,Wed Nov 27 09:37:03 PST 2019,Sat Nov 30 09:37:03 PST 2019,,,,8,100% (214/214),100% (214/214),100% (214/214),so i guess a little of both,i think a bit of both .,4,,
1816,375VMB7D4JJXUJYO7ZYZEHBU7SFDIT,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3OVHNO1VE61LBSLRX5RM3VA6I4NDZD,A1540UBS9SMV3Q,Submitted,Wed Nov 27 09:38:54 PST 2019,Wed Nov 27 09:39:08 PST 2019,Sat Nov 30 09:39:08 PST 2019,,,,14,100% (83/83),100% (83/83),100% (83/83),so i guess a little of both,i think a bit of both .,3,,
1817,375VMB7D4JJXUJYO7ZYZEHBU7SFDIT,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3U0SRXB7CD5LVDQDCIBCDXK1NR5NRB,A2LKB11B1PALLY,Submitted,Wed Nov 27 09:37:01 PST 2019,Wed Nov 27 09:37:19 PST 2019,Sat Nov 30 09:37:19 PST 2019,,,,18,100% (4/4),100% (4/4),100% (4/4),so i guess a little of both,i think a bit of both .,5 - Highly Similar,,
1818,32W3UF2EZOLTHKTVME1K0AJTHA2C4D,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,32RIADZISS4BAKGK92WL4YJXICRS47,A3BCGN11HDM8QR,Submitted,Wed Nov 27 09:34:00 PST 2019,Wed Nov 27 09:34:06 PST 2019,Sat Nov 30 09:34:06 PST 2019,,,,6,100% (378/378),100% (378/378),100% (378/378),just write him a not e .,just send him a little not e .,3,,
1819,32W3UF2EZOLTHKTVME1K0AJTHA2C4D,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3BEFOD78W6T8CP3FP50ZSPKRQNA4M8,A9ZM1P6LBW79,Submitted,Wed Nov 27 09:34:48 PST 2019,Wed Nov 27 09:35:03 PST 2019,Sat Nov 30 09:35:03 PST 2019,,,,15,100% (34/34),100% (34/34),100% (34/34),just write him a not e .,just send him a little not e .,5 - Highly Similar,,
1820,32W3UF2EZOLTHKTVME1K0AJTHA2C4D,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3IO1LGZLK9X76N5PESJVK53A29Q686,A14KIIR8FGYCHO,Submitted,Wed Nov 27 09:33:09 PST 2019,Wed Nov 27 09:35:28 PST 2019,Sat Nov 30 09:35:28 PST 2019,,,,139,100% (41/41),100% (41/41),100% (41/41),just write him a not e .,just send him a little not e .,5 - Highly Similar,,
1821,33KMQD9OFJEKOQGIXVRGN0BP71177Z,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,37TRT2X24QR2WGI31NXUKBYGWLWJBP,A2YXL5GQ3LZUY0,Submitted,Wed Nov 27 09:35:57 PST 2019,Wed Nov 27 09:36:02 PST 2019,Sat Nov 30 09:36:02 PST 2019,,,,5,100% (1/1),100% (1/1),100% (1/1),good luck ! . . . i bet you get him !,"i bet you will get him , so good luck .",5 - Highly Similar,,
1822,33KMQD9OFJEKOQGIXVRGN0BP71177Z,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,39N5ACM9HENFUY64YGOIQ1P2HK09P6,A96HQDKRSAZZT,Submitted,Wed Nov 27 09:36:32 PST 2019,Wed Nov 27 09:36:49 PST 2019,Sat Nov 30 09:36:49 PST 2019,,,,17,100% (3/3),100% (3/3),100% (3/3),good luck ! . . . i bet you get him !,"i bet you will get him , so good luck .",4,,
1823,33KMQD9OFJEKOQGIXVRGN0BP71177Z,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3G0WWMR1UVKLJCBDZ3MC87AWR52NQ9,A2WYGPR0ECWJFZ,Submitted,Wed Nov 27 09:35:52 PST 2019,Wed Nov 27 09:36:15 PST 2019,Sat Nov 30 09:36:15 PST 2019,,,,23,100% (158/158),100% (158/158),100% (158/158),good luck ! . . . i bet you get him !,"i bet you will get him , so good luck .",5 - Highly Similar,,
1824,3IWA71V4TIGVZ584WYQMBLOHEJW6XU,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3GDTJDAPVUB9VQQH18QC910WS97M8Y,A3SXLBX06D9FP9,Submitted,Wed Nov 27 09:37:37 PST 2019,Wed Nov 27 09:38:17 PST 2019,Sat Nov 30 09:38:17 PST 2019,,,,40,100% (56/56),100% (56/56),100% (56/56),"no sound in a vac cu m  , so it would n um f / s","sound cannot travel through a vacuum , thus it s speed shows n um f / s",3,,
1825,3IWA71V4TIGVZ584WYQMBLOHEJW6XU,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3IQ1VMJRYTK87U029X6L0607IYYA9P,A2PQV1A2D4CG52,Submitted,Wed Nov 27 09:33:48 PST 2019,Wed Nov 27 09:34:04 PST 2019,Sat Nov 30 09:34:04 PST 2019,,,,16,100% (232/232),100% (232/232),100% (232/232),"no sound in a vac cu m  , so it would n um f / s","sound cannot travel through a vacuum , thus it s speed shows n um f / s",3,,
1826,3IWA71V4TIGVZ584WYQMBLOHEJW6XU,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3X0H8UUIT1ONJMZ4J824ZQ2O25QSWT,A5R83F7ZE6LX8,Submitted,Wed Nov 27 09:34:11 PST 2019,Wed Nov 27 09:34:16 PST 2019,Sat Nov 30 09:34:16 PST 2019,,,,5,100% (4/4),100% (4/4),100% (4/4),"no sound in a vac cu m  , so it would n um f / s","sound cannot travel through a vacuum , thus it s speed shows n um f / s",3,,
1827,3ODOP6T3ASKGJ21TPLCEOXA75JP24U,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3JW0YLFXRTGGQ3GD3DC5WF598IPWWF,A23WEAVGAOC5XZ,Submitted,Wed Nov 27 09:39:45 PST 2019,Wed Nov 27 09:39:51 PST 2019,Sat Nov 30 09:39:51 PST 2019,,,,6,100% (93/93),100% (93/93),100% (93/93),it goes like this wayoh wayoh wayoh wa h .,the sound it makes is like this wayoh . . wayoh . . wayoh . . wa h,5 - Highly Similar,,
1828,3ODOP6T3ASKGJ21TPLCEOXA75JP24U,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3RJSC4XJ10UT5U08E5WBZKJSNG405Y,ABBMKMTKDC065,Submitted,Wed Nov 27 09:35:08 PST 2019,Wed Nov 27 09:35:17 PST 2019,Sat Nov 30 09:35:17 PST 2019,,,,9,100% (90/90),100% (90/90),100% (90/90),it goes like this wayoh wayoh wayoh wa h .,the sound it makes is like this wayoh . . wayoh . . wayoh . . wa h,4,,
1829,3ODOP6T3ASKGJ21TPLCEOXA75JP24U,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3UXUOQ9OKEX4TBC9U081MA91N8CA7F,AWJ0LF6A0LXJN,Submitted,Wed Nov 27 09:36:44 PST 2019,Wed Nov 27 09:36:57 PST 2019,Sat Nov 30 09:36:57 PST 2019,,,,13,100% (221/221),100% (221/221),100% (221/221),it goes like this wayoh wayoh wayoh wa h .,the sound it makes is like this wayoh . . wayoh . . wayoh . . wa h,4,,
1830,3HXCEECSQMTMNKIP3Z9ZRXOLLTMYZI,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3DHE4R9OCWBYH1S6AOJGM53WAN3G2H,A2SXXNUR56A96,Submitted,Wed Nov 27 09:37:10 PST 2019,Wed Nov 27 09:37:15 PST 2019,Sat Nov 30 09:37:15 PST 2019,,,,5,0% (0/0),0% (0/0),0% (0/0),ye a i feel i am an attractive person .,yeah i am pretty .,5 - Highly Similar,,
1831,3HXCEECSQMTMNKIP3Z9ZRXOLLTMYZI,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3G5F9DBFOPXLEOLJI4L99AC8ML7HVN,A8BINMWK706J,Submitted,Wed Nov 27 09:33:50 PST 2019,Wed Nov 27 09:33:54 PST 2019,Sat Nov 30 09:33:54 PST 2019,,,,4,0% (0/0),0% (0/0),0% (0/0),ye a i feel i am an attractive person .,yeah i am pretty .,5 - Highly Similar,,
1832,3HXCEECSQMTMNKIP3Z9ZRXOLLTMYZI,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3JCG6DTRV3Q6M9O5FVETC151WGPQQZ,A3BCGN11HDM8QR,Submitted,Wed Nov 27 09:35:47 PST 2019,Wed Nov 27 09:35:53 PST 2019,Sat Nov 30 09:35:53 PST 2019,,,,6,100% (378/378),100% (378/378),100% (378/378),ye a i feel i am an attractive person .,yeah i am pretty .,3,,
1833,372AGES0I45OLO6OOMTKMGFDA69RXC,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,39KFRKBFINVCAZ2BRS3J0ID3GOPYO3,A28U1GCCY9R6O4,Submitted,Wed Nov 27 09:37:26 PST 2019,Wed Nov 27 09:37:34 PST 2019,Sat Nov 30 09:37:34 PST 2019,,,,8,100% (78/78),100% (78/78),100% (78/78),i du n no cu z me and my fiance are like that to .,not sure cu z my fiance and me are both like that,5 - Highly Similar,,
1834,372AGES0I45OLO6OOMTKMGFDA69RXC,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3HPZF4IVNMTB1A581NUS5IJMRA6YC6,AH7I3K3OJKA5L,Submitted,Wed Nov 27 09:37:20 PST 2019,Wed Nov 27 09:37:27 PST 2019,Sat Nov 30 09:37:27 PST 2019,,,,7,100% (1/1),100% (1/1),100% (1/1),i du n no cu z me and my fiance are like that to .,not sure cu z my fiance and me are both like that,5 - Highly Similar,,
1835,372AGES0I45OLO6OOMTKMGFDA69RXC,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3UOUJI6MTDEINZWYIITQGAYJW4HUX4,A1E5SYFT1FA3J7,Submitted,Wed Nov 27 09:34:08 PST 2019,Wed Nov 27 09:35:03 PST 2019,Sat Nov 30 09:35:03 PST 2019,,,,55,100% (58/58),100% (58/58),100% (58/58),i du n no cu z me and my fiance are like that to .,not sure cu z my fiance and me are both like that,5 - Highly Similar,,
1836,3RDTX9JRTY1O294BCSP01W2V2RP79B,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3B1NLC6UGZWU98TCCMUSIIBPLXVPGD,A47E0Z3LTH37V,Submitted,Wed Nov 27 09:37:50 PST 2019,Wed Nov 27 09:42:13 PST 2019,Sat Nov 30 09:42:13 PST 2019,,,,263,100% (100/100),100% (100/100),100% (100/100),i love small ville so of course i w anna see who else loves small ville !,"i am very fond of de show small ville , so it is interest in '  tu h me  tu h meet someone else who loves de show",3,,
